ticker,price,vol_1y,vol_3y,pe_now,pe_hist_med,pe_hist_p25,pe_hist_p75,ma50,ma200,px_vs_ma50,px_vs_ma200,resistance,support,upside_to_resist,downside_to_support,hi_52w,lo_52w,ps_hist_med,ps_now,val_basis,fwd_growth,growth_1y,growth_2y,target_median,target_mean,target_upside,n_analysts,growth,pe_revert_full,exp_ret_none,exp_ret_half,exp_ret_full
AMAT,484.19000244140625,0.5901525640391592,0.4864883337187841,26.323444,17.758045387777003,14.693627749710444,20.92060403567306,558.7757861328125,395.9426662445068,-0.1334807011012434,0.22287907750362,722.2277221679688,322.37408447265625,0.4916204765202032,-0.3341992134344657,722.2277221679688,155.39051818847656,,,fwd_pe,0.5897899606145762,0.4338,0.3953680578919449,650.0,641.02856,0.3424482057096152,34.0,0.3953680578919449,-0.3253905002788767,0.39536805789194496,0.1683483026766328,-0.05867145253867967
AMD,456.75,0.7162148583761685,0.5818202274078876,29.494118,136.48143150692894,81.20471882370282,170.43499755859375,509.6002008056641,330.8967504119873,-0.1037091443883054,0.3803399381568948,580.9099731445312,198.11000061035156,0.2718335482091543,-0.5662616297529248,580.9099731445312,151.13999938964844,,,fwd_pe,2.940450092455723,1.0481,0.9270863682003454,605.0,613.0917,0.324575807334428,46.0,0.5,0.5,0.5,0.875,1.25
AMGN,443.8399963378906,0.2759629581104897,0.2630308508005698,18.19196,19.560736757541548,17.740451236286997,25.909465886003808,378.64421325683594,348.937014465332,0.1721821720719976,0.2719773997550136,443.8399963378906,319.5552978515625,0.0,-0.2800214030096366,443.8399963378906,263.86041259765625,,,fwd_pe,0.5023147588275259,0.0589,0.056932244389757,395.0,388.48276,-0.11003964658631,33.0,0.056932244389757,0.07524075237311134,0.05693224438975708,0.09669443302740044,0.13645662166504358
AMZN,262.07000732421875,0.3443302380685691,0.3223164294331614,25.222055,33.020942629948365,31.093150908933623,37.800424489816194,250.1399996948242,238.3897499847412,0.0476933223153008,0.0993342093818767,274.989990234375,227.0099945068359,0.0492997388067089,-0.1337810960336581,284.0199890136719,198.7899932861328,,,fwd_pe,-0.1634050040728244,-0.1671,0.2091042363639728,325.0,327.004,0.2401266490519371,53.0,0.2091042363639728,0.3092090485865788,0.2091042363639728,0.3960372216480257,0.5829702069320788
ANET,188.1499938964844,0.5426596350407852,0.5047481494650676,36.466286,30.6733035371231,26.99531581976933,38.820627665840455,177.9906005859375,149.23684970855712,0.057078257374842,0.2607475584208611,210.5,136.42999267578125,0.1187882371966062,-0.2748870736034051,210.5,116.12999725341795,,,fwd_pe,0.6327720898146854,0.2545,0.3158252061555753,248.0,241.81519,0.3180973055807998,27.0,0.3158252061555753,-0.15885858139973175,0.3158252061555753,0.21131014334563303,0.10679508053569098
APP,298.5899963378906,0.7433282307753827,0.7616046365090327,14.220745,31.43433789243753,17.225757578383075,40.76785749318648,423.6527990722656,498.6244760131836,-0.2952011718280707,-0.401172604431083,517.22998046875,298.5899963378906,0.7322414910492909,0.0,733.5999755859375,298.5899963378906,,,fwd_pe,0.6126565802283916,0.2683,0.4432733451144828,560.0,526.3871,0.8754814523869461,26.0,0.4432733451144828,0.5,0.4432733451144828,0.8040916813931034,1.1649100176717244
ARM,238.77999877929688,0.7596851420563857,0.7695886725144594,78.01127,189.0941126206342,163.0705889533548,228.91803178630892,300.29459869384766,197.5291749191284,-0.2048475070218139,0.208834081735304,439.4599914550781,104.5500030517578,0.8404388713531603,-0.5621492437128587,439.4599914550781,104.5500030517578,,,fwd_pe,2.123305901826749,0.3734,0.3150240057098654,272.0,285.72308,0.1391238855454062,39.0,0.3150240057098654,0.5,0.31502400570986544,0.6437800071373319,0.972536008564798
AVGO,358.760009765625,0.4817612509955431,0.4997226677396352,18.394054,26.87799836593082,19.290729958382904,73.45299949710365,387.9047534179688,368.3406185913086,-0.0751337625938813,-0.0260101882391465,410.6685485839844,338.0853271484375,0.1446887540567043,-0.0576281694013056,480.8090515136719,291.86151123046875,,,fwd_pe,2.2345155124585365,0.67730004,0.6911070659495213,527.5,526.30005,0.4703422500869354,47.0,0.5,0.4612329813716336,0.5,0.8459247360287252,1.1918494720574504
AXON,597.5900268554688,0.6053527820617431,0.5209639402667134,56.59334,75.61250050862631,61.21614456176758,89.22839440201838,543.4860028076172,506.22000137329104,0.0995499861419675,0.1804946964448381,640.4600219726562,519.6099853515625,0.0717381368339935,-0.1304908683202744,781.9000244140625,345.94000244140625,,,fwd_pe,3.6517049532683528,0.36900002,0.2415771698179452,700.0,693.40424,0.1713716235918705,20.0,0.2415771698179452,0.3360671151168373,0.2415771698179452,0.45020379864576743,0.6588304274735897
AZN,166.7100067138672,0.2822354827702624,0.2442266489867321,14.675177,33.220957438151046,27.642248311174026,47.86822874964131,171.83899963378906,183.6369603729248,-0.0298476651450043,-0.0921761807899828,169.96803283691406,160.62542724609375,0.0195430747515881,-0.0364979858600612,208.6199951171875,145.54266357421875,,,fwd_pe,0.6955224458280811,0.13,0.574912488038039,215.0,212.53636,0.2896646352430143,3.0,0.5,0.5,0.5,0.875,1.25
BAC,62.33000183105469,0.2131083421903324,0.2444449439060977,11.770749,10.653973259690623,9.446296721790278,12.062926777479332,60.66499977111816,54.1091884803772,0.0274458430102757,0.1519300802978922,64.80999755859375,50.19034957885742,0.0397881542545286,-0.1947641889230448,64.80999755859375,46.47850799560547,,,fwd_pe,0.2089794795556341,0.13260001,0.1784938561693358,68.5,68.77273,0.0989892184773084,19.0,0.1784938561693358,-0.09487720282790646,0.17849385616933588,0.12258775585772619,0.06668165554611627
BE,204.02000427246097,1.1500628254299932,0.969607067786605,,,2.7788668651981316,5.10026919659448,241.33440093994145,186.94935070037843,-0.1546169817570539,0.0913116494287344,345.8500061035156,119.51000213623048,0.69517693785383,-0.4142240974731604,345.8500061035156,48.540000915527344,3.688534210497674,19.301825,psr,5.263038592841236,0.8018,1.5353215305278134,288.5,275.08463,0.4140770216567551,28.0,0.5,-0.5,0.5,0.125,-0.25
BKNG,213.36000061035156,0.3616384568458669,0.3013594032142387,17.239275,25.517703321154727,22.0453186782499,29.388091238309503,189.0514001464844,185.1832685089111,0.1285819647198165,0.1521559281695286,218.63475036621097,182.0997009277344,0.0247222991224693,-0.1465143400505808,226.91586303710935,153.74349975585938,,,fwd_pe,0.3526110001725711,0.1846,0.1647760642452431,240.0,237.80556,0.1248593893580816,32.0,0.1647760642452431,0.4802074519464843,0.16477606424524316,0.4444431371949744,0.7241102101447059
BKR,61.9900016784668,0.3268386348484697,0.3152102905475127,19.610603,14.64508016696151,11.877611979542165,16.969153330876274,59.18746566772461,57.44314853668213,0.0473501606991499,0.079153968012062,64.8041000366211,58.75663757324219,0.0453960039031877,-0.05215944535694,69.18328857421875,43.74596405029297,,,fwd_pe,0.0229094944199317,0.2028,0.1025826325216907,73.0,71.91304,0.1776092599358276,11.0,0.1025826325216907,-0.25320602497732947,0.10258263252169075,-0.03700765027323771,-0.17659793306816618
BRK-B,504.3200073242187,0.1470409807498275,0.1590514023020193,22.724754,10.106941752582529,8.000394905944807,15.478456869500352,500.76379821777346,492.2071495056152,0.0071015698800549,0.0246092683350291,508.0899963378906,490.4299926757813,0.0074753905435447,-0.0275420654479564,529.4199829101562,465.3999938964844,,,fwd_pe,-0.4422583848432418,-0.0027,0.0374107658707956,529.0,547.6667,0.048937167507445,3.0,0.0374107658707956,-0.5,0.037410765870795615,-0.2219419255969033,-0.4812946170646022
CAT,811.02001953125,0.3983229041543591,0.3230065544519055,25.123617,15.216086847321776,13.183478625011846,17.539818173363095,902.9595764160156,760.1666390991211,-0.1018202356850654,0.0668976745577727,1062.92822265625,664.9282836914062,0.3106066398590221,-0.1801333287978282,1062.92822265625,411.4165954589844,,,fwd_pe,0.3914302228058961,0.1823,0.3014073421893324,980.5,979.2196,0.2089713895924607,27.0,0.3014073421893324,-0.3943512652926616,0.3014073421893324,0.04480152616257094,-0.21180428986419064
CCEP,110.12000274658205,0.2241677492667641,0.2029468900833956,,,,,105.1049998474121,96.22827938079834,0.0477142182241618,0.1443621714445377,111.70999908447266,89.71168518066406,0.0144387604271103,-0.1853279790855382,111.70999908447266,83.95818328857422,,,none,0.0872032953800248,0.0924,0.07087309597736335,116.48974,113.5055,0.05833733284770881,11.0,0.07087309597736335,,,,
CDNS,315.9200134277344,0.3940516519670867,0.3711063898619285,33.10271,65.12841518075808,53.74700671042653,76.44934716162743,352.49140075683596,326.98850021362307,-0.1037511475473699,-0.0338497738564432,338.05999755859375,300.5799865722656,0.0700809799627455,-0.048556679550084,416.3900146484375,265.6600036621094,,,fwd_pe,0.8823727120830893,0.1711,0.5325395067995728,405.0,403.93927,0.2819700645291418,25.0,0.5,0.5,0.5,0.875,1.25
CEG,273.42999267578125,0.4702089846844475,0.5298622751337928,20.494467,20.778728855947413,16.108966871316518,37.53304146431587,263.2871868896484,298.4236849212646,0.0385237348841589,-0.0837523745880882,321.7846374511719,271.7394104003906,0.1768446990843721,-0.0061828706457789,401.7044677734375,236.1370086669922,,,fwd_pe,0.3016242871795593,0.101,0.1919882531888261,350.5,348.304,0.2818637654560605,20.0,0.1919882531888261,0.013870175591656597,0.19198825318882617,0.20025479637628663,0.2085213395637473
CIEN,371.9500122070313,0.7382621703031848,0.57143727010071,38.467464,73.33499908447266,39.37750053405762,88.7543630116368,420.0852001953125,369.635599899292,-0.114584346141929,0.0062613349698183,627.0,89.80999755859375,0.6857103896289303,-0.7585428293826629,627.0,89.80999755859375,,,fwd_pe,2.212362374603119,0.4772,0.9137867032285872,550.0,557.28564,0.4786933242359037,19.0,0.5,0.5,0.5,0.875,1.25
COHR,275.489990234375,0.8423581418001321,0.706198284316763,19.749887,45.87864181370411,27.565533906510733,66.06431979577518,327.81220092773435,270.5671003723144,-0.1596103212305196,0.0181947097606709,298.9100036621094,219.6499938964844,0.0850122119058105,-0.2026933765919566,426.8900146484375,87.80000305175781,,,fwd_pe,2.3774674255098267,0.48299998,0.5768456068164014,420.0,416.09348,0.5245562992785404,18.0,0.5,0.5,0.5,0.875,1.25
COP,133.35000610351562,0.3064890345514676,0.2898417708650971,13.994506,12.31764820764133,8.074570356694982,13.672627193827026,115.39266204833984,109.24132698059084,0.1556194625933247,0.2206919284970627,134.88999938964844,112.2811050415039,0.011548505554153,-0.1579970011074207,134.88999938964844,83.04197692871094,,,fwd_pe,0.2604153372759281,-0.0872,0.2437336437611457,146.0,145.33333,0.0948630919946458,19.0,0.2437336437611457,-0.1198225784003143,0.2437336437611457,0.16921995774180631,0.09470627172246715
COST,971.4000244140624,0.1985765457938048,0.202708295145503,42.869,38.65232398860089,34.003618746827556,49.34790240822579,947.29703125,956.8923684692382,0.0254439656928486,0.0151612202405089,1015.389892578125,962.7999267578124,0.0452850185901494,-0.0088533018736924,1092.5828857421875,846.2649536132812,,,fwd_pe,0.1381080734330169,0.1011,0.1166327746543087,1100.0,1077.3143,0.1323862181942063,34.0,0.1166327746543087,-0.09836189347545099,0.11663277465430877,0.06171571763843642,0.00679866062256429
CPRT,33.2599983215332,0.2983233182669707,0.2596737993405933,19.78125,32.16814024258504,27.439746735370264,35.32162611402056,29.570600090026858,34.81735010147095,0.1247657545086702,-0.0447291874711611,34.400001525878906,32.43000030517578,0.0342755039650028,-0.0249548424005802,49.970001220703125,27.170000076293945,,,fwd_pe,0.0443416872037916,0.0618,0.0283374871224832,41.0,40.3,0.2327120285347628,13.0,0.0283374871224832,0.5,0.028337487122483296,0.2854218589031041,0.5425062306837249
