ticker,mp_weight,bm_weight_approx,sector,price,vol_1y,vol_3y,pe_now,pe_hist_med,pe_hist_p25,pe_hist_p75,ma50,ma200,px_vs_ma50,px_vs_ma200,resistance,support,upside_to_resist,downside_to_support,hi_52w,lo_52w,ps_hist_med,ps_now,val_basis,fwd_growth,growth_1y,growth_2y,target_median,target_mean,target_upside,n_analysts,growth,pe_revert_full,exp_ret_none,exp_ret_half,exp_ret_full,Security,GICS Sector,active,tilt,alpha_contrib,alpha_contrib_self,risk_contrib
CEG,0.94,0.1308221795283894,Utilities,273.42999267578125,0.4702089846844475,0.5298622751337928,20.494467,20.778728855947413,16.108966871316518,37.53304146431587,263.2871868896484,298.4236849212646,0.0385237348841589,-0.0837523745880882,321.7846374511719,271.7394104003906,0.1768446990843721,-0.0061828706457789,401.7044677734375,236.1370086669922,,,fwd_pe,0.3016242871795593,0.101,0.1919882531888261,350.5,348.304,0.2818637654560605,20.0,0.1919882531888261,0.0138701755916565,0.1919882531888261,0.2002547963762866,0.2085213395637473,Constellation Energy,Utilities,0.8091778204716106,4.0,0.07150967329834262,0.00547350556743611,0.26018337926320995
WMT,2.46,1.1443847914157348,Consumer Staples,106.48999786376952,0.2583104753256526,0.2288927881846539,33.020157,30.19495918526516,26.754778030345356,34.71569089225797,113.05620498657228,117.98277584075927,-0.0580791396950093,-0.0974106423169893,108.11968231201172,99.7699737548828,0.01530363866029,-0.0631047445177293,133.87948608398438,95.24805450439452,,,fwd_pe,0.1684781510881368,0.12109999,0.1052560377988935,130.0,128.425,0.2207719279542697,40.0,0.1052560377988935,-0.0855597935144535,0.1052560377988935,0.0579732986115553,0.0106905594242172,Walmart,Consumer Staples,1.3156152085842652,1.2,0.03589184034129371,-0.17828851235865392,0.03872794925233968
UNH,1.3,0.4833335910599922,Health Care,398.760009765625,0.3549483518152199,0.3667839117845949,17.773722,23.145570115619837,20.78127705141565,30.755186788041236,413.6101983642578,345.6837197875977,-0.0359038260114529,0.1535400336777201,436.3500061035156,302.9270935058594,0.0942672169157194,-0.24032729941022,436.3500061035156,257.54901123046875,,,fwd_pe,0.4427889667679061,0.13239999,0.1714067968865678,490.0,475.23077,0.2288092787639417,27.0,0.1714067968865678,0.3022354077339477,0.1714067968865678,0.3484271023262324,0.5254474077658973,UnitedHealth Group,Health Care,0.8166664089400079,1.5,0.028843647069343892,0.12653150548317932,0.02479708763299997
SPGI,1.24,0.1733368435487955,Financials,435.4200134277344,0.3070444127811826,0.2412389972308274,21.515493,34.07730252135034,32.00305246558716,38.92373977923776,417.6135577392578,430.2526625061035,0.0426385957986408,0.0120100382215706,457.3800048828125,383.4404296875,0.0504340424828055,-0.1193780307226537,522.2609252929688,367.9739074707031,,,fwd_pe,0.2198619850356207,0.13239999,0.0653758957357759,523.0,519.3,0.2011390929939445,23.0,0.0653758957357759,0.5,0.0653758957357759,0.3317198696697199,0.598063843603664,S&P Global,Financials,1.0666631564512046,4.0,0.008158455167324101,0.14744415858815652,0.058851543392250454
CAT,0.63,0.5034280166008979,Industrials,811.02001953125,0.3983229041543591,0.3230065544519055,25.123617,15.216086847321776,13.183478625011846,17.539818173363095,902.9595764160156,760.1666390991211,-0.1018202356850654,0.0668976745577727,1062.92822265625,664.9282836914062,0.3106066398590221,-0.1801333287978282,1062.92822265625,411.4165954589844,,,fwd_pe,0.3914302228058961,0.1823,0.3014073421893324,980.5,979.2196,0.2089713895924607,27.0,0.3014073421893324,-0.3943512652926616,0.3014073421893324,0.0448015261625709,-0.2118042898641906,Caterpillar Inc.,Industrials,0.12657198339910214,0.7,0.0019594448621300083,-0.018819860366550867,0.0271027680446865
NEE,0.85,0.2368976660259591,Utilities,84.0999984741211,0.2147840313441009,0.2710803640606086,19.163242,21.18583806440079,18.903455073816065,29.84793669112323,87.13440032958984,87.13484783172608,-0.0348243844450754,-0.0348293413384488,84.25552368164062,83.05168914794922,0.0018492890647006,-0.0124650338310583,97.16828918457033,68.3309097290039,,,fwd_pe,-0.0137954736468912,0.0841,0.0876183828120633,100.5,98.38889,0.1950059669849513,22.0,0.0876183828120633,0.1055456098921461,0.0876183828120633,0.1450150555839677,0.2024117283558721,NextEra Energy,Utilities,0.6131023339740409,2.0,0.0009291264718676441,-0.02972041798556488,0.01095794511281757
LRCX,1.87,0.5241113541243718,Information Technology,310.1700134277344,0.6364064747748287,0.5109782400004435,26.837955,20.07576724132859,16.803566797854344,27.918263701186785,336.2167602539063,254.1258631134033,-0.0774701023426129,0.2205369796986047,433.3299865722656,199.1896820068359,0.3970724693321328,-0.3578048380449112,433.3299865722656,96.49594116210938,,,fwd_pe,1.034707935086708,0.2217,0.409170992675459,370.0,371.35483,0.1928941676568785,26.0,0.409170992675459,-0.251963600008697,0.409170992675459,0.2316410945042901,0.0541111963331211,Lam Research,Information Technology,1.3458886458756283,2.0,-0.0008026186045516486,0.05134643030195318,0.5856223789307355
GE,0.6,0.4789522168871781,Industrials,341.8399963378906,0.3273979395128747,0.3111080621953171,37.667862,24.8253262306607,10.654143967696925,29.536001232803603,359.82156860351563,319.27136383056643,-0.0499735808929195,0.0706879321607467,344.8072814941406,340.70001220703125,0.0086803334543597,-0.0033348471304468,381.2200012207031,265.18328857421875,,,fwd_pe,0.0920710073749342,0.1468,0.2351040225927547,400.0,404.90475,0.1701380888286148,13.0,0.2351040225927547,-0.3409414574508981,0.2351040225927547,0.0245549398096345,-0.185994142973486,GE Aerospace,Industrials,0.12104778311282188,0.7,-0.0028267595520414107,-0.02044927699937257,0.019460698460217935
PG,0.82,0.460157034988332,Consumer Staples,146.60000610351562,0.1966333033327065,0.17789658480597,19.814856,23.276093761470072,22.12699783874477,24.441284895394645,146.959765625,145.75333786010742,-0.0024480137128305,0.0058089115202344,148.064697265625,139.2047882080078,0.0099910716311644,-0.0504448675826519,164.72073364257812,135.0343780517578,,,fwd_pe,0.1159109104805,0.0587,0.0362437749405533,162.0,160.6087,0.1050477029694685,23.0,0.0362437749405533,0.1746789258256569,0.0362437749405533,0.1267487496906232,0.2172537244406929,Procter & Gamble,Consumer Staples,0.35984296501166796,1.0,-0.03182552411245918,-0.024016555116462144,-0.010671723304906422
COST,1.25,0.5817360973618092,Consumer Staples,971.4000244140624,0.1985765457938048,0.202708295145503,42.869,38.65232398860089,34.003618746827556,49.34790240822579,947.29703125,956.8923684692382,0.0254439656928486,0.0151612202405089,1015.389892578125,962.7999267578124,0.0452850185901494,-0.0088533018736924,1092.5828857421875,846.2649536132812,,,fwd_pe,0.1381080734330169,0.1011,0.1166327746543087,1100.0,1077.3143,0.1323862181942063,34.0,0.1166327746543087,-0.0983618934754509,0.1166327746543087,0.0617157176384364,0.0067986606225642,Costco,Consumer Staples,0.6682639026381908,1.2,-0.04083379658945598,-0.08806034109224921,0.01739922075068469
NFLX,1.61,0.4498872932254427,Communication Services,80.01000213623047,0.3531090708618707,0.3385085291690559,20.940039,34.52241624314455,28.777223176393324,39.67498008747053,74.49519927978515,88.27092472076416,0.0740289697827789,-0.0935859980017911,99.16999816894533,75.86000061035156,0.2394700102631135,-0.0518685341216818,126.3249969482422,67.5999984741211,,,fwd_pe,0.2015439894834962,0.0643,0.2281706567311141,92.0,93.41556,0.1498562372658676,45.0,0.2281706567311141,0.5,0.2281706567311141,0.5352133209138927,0.8422559850966711,Netflix,Communication Services,1.1601127067745574,2.0,-0.05062068133156603,0.39643696805409395,0.11697907347906673
GOOGL,4.11,5.748218839488568,Communication Services,348.05999755859375,0.3269988493082633,0.305480809277046,23.500084,21.148950727629323,18.04059462310169,23.459379789833584,351.57499938964844,333.12279327392577,-0.0099978719680208,0.0448399346615264,402.3796691894531,317.69000244140625,0.1560641039242523,-0.0872550575481598,402.3796691894531,205.5037384033203,,,fwd_pe,-0.2638662908609178,-0.2807,0.1715597579381007,429.0,428.06668,0.2325461213846629,55.0,0.1715597579381007,-0.1000478667382924,0.1715597579381007,0.112953730669032,0.0543477033999635,Alphabet Inc. (Class A),Communication Services,-1.6382188394885677,0.4,-0.0639816283576988,0.13193687917212546,-0.2397668391374343
JNJ,1.27,0.8885462752779447,Health Care,273.0400085449219,0.1870180522758052,0.1795306072553973,22.184847,21.327254818240384,12.468688701999696,23.836826074562907,255.52219909667969,230.86462913513185,0.0685568984228024,0.1826844569815133,273.4100036621094,220.0544586181641,0.0013550948784366,-0.1940578240131441,273.4100036621094,171.16168212890625,,,fwd_pe,0.4261298263630124,0.11350001,0.0680072476350179,280.0,272.5,0.0254907384898248,4.0,0.0680072476350179,-0.038656664242923,0.0680072476350179,0.0473644488446003,0.0267216500541827,Johnson & Johnson,Health Care,0.3814537247220553,0.8,-0.06408414092356997,-0.055740332635249454,-0.01509152960339084
XOM,1.63,0.9109091779169304,Energy,164.0500030517578,0.2548613977199614,0.2330402390707605,15.370647,11.845860227633572,7.557430957776928,14.676248351139808,148.48040008544922,141.0054903793335,0.1048596512223054,0.163429896314178,169.21829223632812,142.67153930664062,0.0315043528706289,-0.1303167531083329,169.21829223632812,106.15339660644533,,,fwd_pe,0.371843293258898,-0.0788,0.2359094234628571,170.0,169.68182,0.0362694107745,22.0,0.2359094234628571,-0.2293193495606545,0.2359094234628571,0.0942004509106642,-0.0475085216415288,ExxonMobil,Energy,0.7190908220830695,1.0,-0.11305625388051171,-0.0713985746048701,0.005922815610662301
ABBV,1.69,0.6312173149062642,Health Care,264.5199890136719,0.2637155800173293,0.2458569783443868,16.24614,53.691855598898485,21.832475043709643,75.25777052223431,248.06460723876953,224.0369715118408,0.0663350647158769,0.1806979322593256,265.9700012207031,210.7786102294922,0.0054816734736682,-0.2031656623931057,265.9700012207031,195.98501586914065,,,fwd_pe,3.59944085179618,0.16209999,0.2760101880471017,280.0,276.5862,0.0585211387768809,24.0,0.2760101880471017,0.5,0.2760101880471017,0.5950127350588772,0.9140152820706526,AbbVie,Health Care,1.0587826850937359,1.5,-0.14290323973229718,0.42512477310937935,0.01320794067779444
MA,3.17,0.709600574978798,Financials,599.8599853515625,0.224952722735698,0.2038301413437007,26.051634,33.00303778303113,31.508096926542635,34.26488565080898,539.6635211181641,527.2594403076172,0.1115444381133514,0.1376941586889146,599.8599853515625,525.0049438476562,0.0,-0.1247875226416972,599.8599853515625,470.7608337402344,,,fwd_pe,0.2665461982154364,0.156,0.1634703001494304,668.0,667.2973,0.1135931989337517,37.0,0.1634703001494304,0.2668317765799692,0.1634703001494304,0.3186957237428816,0.4739211473363329,Mastercard,Financials,2.460399425021202,2.5,-0.19657931322748545,0.30805482088329456,0.13526882905731352
LLY,4.03,1.501536965657368,Health Care,1246.9300537109375,0.360521188573417,0.3547178639891737,26.399021,53.39972642894771,39.278108351630586,71.75873591982085,1179.858427734375,1051.4693780517578,0.056847181322726,0.1858928845092418,1280.3399658203125,998.635498046875,0.02679373394678,-0.1991246862044292,1280.3399658203125,690.9721069335938,,,fwd_pe,0.5984416997887914,0.2866,0.396785564522695,1376.0,1315.0406,0.1035101735698347,27.0,0.396785564522695,0.5,0.396785564522695,0.7459819556533687,1.0951783467840426,Lilly (Eli),Health Care,2.528463034342632,1.5,-0.2275119699162245,1.396954181690226,0.16077928874118091
V,4.31,0.964138873993154,Financials,382.4100036621094,0.2217849523234479,0.2018444353151102,25.503063,28.126599585287128,26.776310780527183,30.244625273204985,353.49647033691406,330.8381820678711,0.0817929901750875,0.1558823146466763,382.4100036621094,332.2726135253906,0.0,-0.1311089920676323,382.4100036621094,294.3617858886719,,,fwd_pe,0.2772290920506293,0.1342,0.1433698796883502,421.0,418.22223,0.1009126224950642,39.0,0.1433698796883502,0.1028714309840792,0.1433698796883502,0.2021799275221676,0.2609899753559854,Visa Inc.,Financials,3.3458611260068456,2.5,-0.30975277535519086,0.029073563870472028,0.18832962809704087
MSFT,10.0,4.886396840405087,Information Technology,487.30999755859375,0.3219000564093399,0.2613235516121781,20.672134,28.329559828838303,26.02563750994933,31.134185343543805,421.0460296630859,429.3185485839843,0.1573793913898942,0.1350779023312218,537.6464233398438,469.1436462402344,0.1032944656038943,-0.0372788397721618,537.6464233398438,352.1670227050781,,,fwd_pe,0.3147394458646602,0.1934,0.1679873477244711,550.0,569.4537,0.1286450160174856,33.0,0.1679873477244711,0.3704226099172103,0.1679873477244711,0.3843118085716606,0.6006362694188498,Microsoft,Information Technology,5.113603159594913,1.6,-0.3315941541301359,0.9757843640783904,0.7377741196848896
MRVL,3.98,0.2779048388261285,Information Technology,229.2899932861328,0.8005365262013456,0.6723456223742171,36.677242,24.84446099992684,21.8979695720859,28.038900915885208,232.79629669189453,145.71476982116698,-0.0150616803428033,0.5735535496335489,316.3519592285156,76.56763458251953,0.3797024226597516,-0.6660663926708299,316.3519592285156,62.177528381347656,,,fwd_pe,1.216865433884042,0.5396,0.4836621991298289,251.0,266.35535,0.0946836205223098,39.0,0.4836621991298289,-0.3226191598613973,0.4836621991298289,0.2443332730291394,0.0050043469284501,Marvell Technology,Information Technology,3.7020951611738715,8.0,-0.3657925300251971,0.18822472439168805,2.061287197478906
