ticker,price,vol_1y,vol_3y,pe_now,pe_hist_med,pe_hist_p25,pe_hist_p75,ma50,ma200,px_vs_ma50,px_vs_ma200,resistance,support,upside_to_resist,downside_to_support,hi_52w,lo_52w,ps_hist_med,ps_now,val_basis,fwd_growth,growth_1y,target_median,target_mean,target_upside,n_analysts,growth,pe_revert_full,exp_ret_none,exp_ret_half,exp_ret_full
AMZN,262.07000732421875,0.34433023806856916,0.3223164294331614,25.222055,33.020942629948365,31.093150908933623,37.800424489816194,250.1399996948242,238.3897499847412,0.04769332231530088,0.09933420938187676,274.989990234375,227.00999450683594,0.049299738806708904,-0.13378109603365818,284.0199890136719,198.7899932861328,,,fwd_pe,-0.16475001739548978,-0.1671,325.0,327.004,0.24012664905193715,53.0,-0.1671,0.3092090485865788,-0.16710000000000003,-0.038329891716119224,0.09044021656776158
ANET,188.14999389648438,0.5426596350407852,0.5047481494650676,36.466286,30.6733035371231,26.99531581976933,38.820627665840455,177.9906005859375,149.23684970855712,0.05707825737484207,0.26074755842086117,210.5,136.42999267578125,0.11878823719660625,-0.27488707360340514,210.5,116.12999725341797,,,fwd_pe,0.6276214693210054,0.2545,248.0,241.81519,0.31809730558079985,27.0,0.2545,-0.15885858139973175,0.25449999999999995,0.15485595481701808,0.05521190963403644
APP,298.5899963378906,0.7433282307753827,0.7616046365090327,14.220745,31.43433789243753,17.225757578383075,40.76785749318648,423.6527990722656,498.6244760131836,-0.2952011718280707,-0.40117260443108305,517.22998046875,298.5899963378906,0.7322414910492909,0.0,733.5999755859375,298.5899963378906,,,fwd_pe,0.615137744189914,0.2683,560.0,526.3871,0.8754814523869461,26.0,0.2683,0.5,0.2683,0.585375,0.90245
ARM,238.77999877929688,0.7596851420563857,0.7695886725144594,78.01127,189.0941126206342,163.0705889533548,228.91803178630892,300.29459869384766,197.52917491912842,-0.20484750702181398,0.20883408173530404,439.4599914550781,104.55000305175781,0.8404388713531603,-0.5621492437128587,439.4599914550781,104.55000305175781,,,fwd_pe,2.1555049674232967,0.3734,272.0,285.72308,0.13912388554540622,39.0,0.3734,0.5,0.37339999999999995,0.71675,1.0600999999999998
AVGO,358.760009765625,0.48176122102949986,0.4997225662035312,18.394054,26.87799720926094,19.29072887997244,73.45300720178955,387.9047534179688,368.34061950683594,-0.07513376259388138,-0.026010190660042398,410.6685791015625,338.0853576660156,0.1446888391207508,-0.05762808433725919,480.8090515136719,291.86151123046875,,,fwd_pe,2.24527937125769,0.67730004,527.5,526.30005,0.4703422500869354,47.0,0.5,0.4612329184888193,0.5,0.8459246888666143,1.191849377733229
AXON,597.5900268554688,0.6053527820617431,0.5209639402667134,56.59334,75.61250050862631,61.21614456176758,89.22839440201838,543.4860028076172,506.22000137329104,0.09954998614196753,0.18049469644483818,640.4600219726562,519.6099853515625,0.07173813683399355,-0.13049086832027446,781.9000244140625,345.94000244140625,,,fwd_pe,3.41814637552758,0.36900002,700.0,693.40424,0.17137162359187053,20.0,0.36900002,0.3360671151168373,0.3690000200000001,0.5990379636581464,0.8290759073162928
AZN,166.7100067138672,0.28223548277026245,0.24422661723312486,14.675177,33.220955742730034,27.642248311174026,47.86822965359801,171.83899963378906,183.63696037292482,-0.029847665145004365,-0.0921761807899828,169.96803283691406,160.62542724609375,0.01954307475158812,-0.036497985860061255,208.6199951171875,145.54266357421875,,,fwd_pe,0.7031483163712438,0.13,215.5,213.99,0.29266385532497474,3.0,0.13,0.5,0.1299999999999999,0.41249999999999987,0.6949999999999998
BAC,62.33000183105469,0.21310831234702726,0.2444450057854878,11.770749,10.653972258457745,9.44629627335408,12.062927418455523,60.66499977111816,54.1091884803772,0.02744584301027575,0.15193008029789223,64.80999755859375,50.19034957885742,0.03978815425452864,-0.1947641889230448,64.80999755859375,46.47850799560547,,,fwd_pe,0.2229399335590283,0.13260001,68.5,68.77273,0.09898921847730846,19.0,0.13260001,-0.09487728788900818,0.13260001,0.07887100139406833,0.025141992788136447
BE,204.02000427246094,1.1500628254299932,0.969607067786605,,,2.7788668651981316,5.10026919659448,241.33440093994142,186.94935070037843,-0.15461698175705396,0.09131164942873449,345.8500061035156,119.51000213623047,0.69517693785383,-0.41422409747316047,345.8500061035156,48.540000915527344,3.688534210497674,19.301825,psr,5.3443768372364,0.8018,288.5,275.08463,0.4140770216567551,28.0,0.5,-0.5,0.5,0.125,-0.25
BKNG,213.36000061035156,0.3616384568458669,0.30135934309536194,17.239275,25.517702508825664,22.0453186782499,29.388091238309503,189.05140014648438,185.18326850891114,0.12858196471981653,0.1521559281695286,218.63475036621094,182.09970092773438,0.02472229912246937,-0.14651434005058084,226.91586303710938,153.74349975585938,,,fwd_pe,0.3766842283100653,0.1846,240.0,237.80556,0.12485938935808161,32.0,0.1846,0.4802074048256475,0.1846000000000001,0.4690268458782312,0.7534536917564623
BKR,61.98500061035156,0.3268404429166591,0.3152108474952123,19.610603,14.645080666267436,11.877611659517225,16.96915479806753,59.1873656463623,57.443123531341556,0.0472674350925637,0.07906737655956175,64.8041000366211,58.75663757324219,0.04548034844737492,-0.05208297177253285,69.18328857421875,43.74596405029297,,,fwd_pe,0.016331216332307497,0.2028,73.0,71.91304,0.17770427169777125,11.0,0.2028,-0.25320599951631084,0.2028000000000001,0.050521911890890614,-0.10175617621821864
BRK-B,504.32000732421875,0.14704098074982758,0.15905140230201936,22.724754,10.106941752582529,8.000394905944807,15.478456869500352,500.76379821777346,492.20714950561523,0.007101569880054948,0.02460926833502919,508.0899963378906,490.42999267578125,0.007475390543544735,-0.027542065447956454,529.4199829101562,465.3999938964844,,,fwd_pe,-0.4418375222015605,-0.0027,529.0,547.6667,0.048937167507445034,3.0,-0.0027,-0.5,-0.0027000000000000357,-0.25202500000000005,-0.50135
CAT,811.02001953125,0.39832291415145177,0.3230065892266434,25.123617,15.216086243730437,13.18348100283324,17.539820249388818,902.9595764160156,760.1666397094726,-0.10182023568506549,0.0668976737011413,1062.92822265625,664.92822265625,0.31060663985902215,-0.1801334040551028,1062.92822265625,411.4165954589844,,,fwd_pe,0.3926308063046815,0.1823,980.5,979.2196,0.20897138959246075,27.0,0.1823,-0.39435128931751995,0.1822999999999999,-0.05082076468005203,-0.28394152936010386
CDNS,315.9200134277344,0.3940516519670867,0.37110638986192857,33.13048,65.12841518075808,53.74700671042653,76.44934716162743,352.49140075683596,326.98850021362307,-0.10375114754736992,-0.03384977385644328,338.05999755859375,300.5799865722656,0.07008097996274554,-0.048556679550084025,416.3900146484375,265.6600036621094,,,fwd_pe,0.8919902458400844,0.1711,405.0,403.93927,0.28197006452914186,25.0,0.1711,0.5,0.17110000000000003,0.46387500000000004,0.75665
CEG,273.42999267578125,0.4702089596605071,0.5298622559022038,20.56692,20.77872797477898,16.108966490608207,37.53304661931218,263.2871868896484,298.42368408203123,0.038523734884158944,-0.08375237201139729,321.78460693359375,271.7394104003906,0.1768445874741651,-0.006182870645778937,401.7044372558594,236.1370086669922,,,fwd_pe,0.2995747540224789,0.0964,341.5,347.404,0.24894857604349396,20.0,0.0964,0.010298478079312945,0.09640000000000004,0.10204562568307929,0.10769125136615876
CIEN,371.95001220703125,0.7382621703031848,0.57143727010071,38.467464,73.33499908447266,39.37750053405762,88.7543630116368,420.0852001953125,369.635599899292,-0.11458434614192903,0.0062613349698183995,627.0,89.80999755859375,0.6857103896289303,-0.7585428293826629,627.0,89.80999755859375,,,fwd_pe,2.212362374603119,0.4772,550.0,557.28564,0.4786933242359037,19.0,0.4772,0.5,0.47720000000000007,0.8465,1.2158000000000002
COHR,275.489990234375,0.8423581418001321,0.706198284316763,19.749887,45.87864181370411,27.565533906510733,66.06431979577518,327.81220092773435,270.5671003723144,-0.15961032123051966,0.018194709760670946,298.9100036621094,219.64999389648438,0.08501221190581054,-0.20269337659195663,426.8900146484375,87.80000305175781,,,fwd_pe,2.393902456252028,0.48299998,420.0,416.09348,0.5245562992785404,18.0,0.48299998,0.5,0.48299998,0.8537499749999999,1.22449997
COP,133.35000610351562,0.30648904074357314,0.2898417633451235,14.003015,12.317647786593067,8.074569702148438,13.672625728514376,115.39266204833984,109.24132709503174,0.1556194625933247,0.22069192721826925,134.88999938964844,112.2811050415039,0.011548505554153099,-0.15799700110742076,134.88999938964844,83.04198455810547,,,fwd_pe,0.2579855124057213,-0.0887,145.5,144.29167,0.09111356085767786,19.0,-0.0887,-0.1203574525491069,-0.0887,-0.14354087325400056,-0.1983817465080011
COST,971.4000244140625,0.19857649251358495,0.2027082791978963,42.869,38.65232514984815,34.00362305721994,49.34789964395241,947.29703125,956.8923669433593,0.02544396569284868,0.015161221859304463,1015.389892578125,962.7999267578125,0.04528501859014944,-0.008853301873692487,1092.5828857421875,846.2650146484375,,,fwd_pe,0.13867993188551164,0.1011,1100.0,1077.3143,0.13238621819420637,34.0,0.1011,-0.09836186638717592,0.10109999999999997,0.046946874460540355,-0.007206251078919479
CPRT,33.2599983215332,0.2983233182669707,0.25967379934059337,19.78125,32.16814024258504,27.439746735370264,35.32162611402056,29.570600090026854,34.81735010147095,0.12476575450867022,-0.04472918747116117,34.400001525878906,32.43000030517578,0.034275503965002896,-0.024954842400580213,49.970001220703125,27.170000076293945,,,fwd_pe,0.04434168720379161,0.0618,41.0,40.3,0.2327120285347628,13.0,0.0618,0.5,0.06180000000000008,0.32725000000000004,0.5927000000000002
CRWD,190.67999267578125,0.48798887085617837,0.4706706515279624,,,15.676024438876452,23.224699470981328,193.49924896240233,139.0768249130249,-0.014569856481297605,0.3710407380599008,195.54249572753906,92.3949966430664,0.025500856086278834,-0.5154447231379523,225.52999877929688,87.5625,20.13019775836065,38.11426,psr,,0.2711,223.5,210.535,0.17212087573353108,53.0,0.2711,-0.47184602932444053,0.2711000000000001,-0.028781743937148052,-0.32866348787429633
CRWV,86.25,0.9665815725903022,1.14076404700443,,,6.70018830141899,11.918724446493634,89.72600021362305,91.80657497406006,-0.038740166789417385,-0.06052480419436257,108.86000061035156,69.1500015258789,0.2621449346127718,-0.19826085187386777,143.0800018310547,60.81999969482422,9.442150432745889,6.2674613,psr,,0.5258,150.0,144.17143,0.7391304347826086,19.0,0.5,0.5,0.5,0.875,1.25
CSCO,110.2300033569336,0.3379466987199525,0.26121645998731047,19.871323,17.688360739880657,14.983555548354158,19.559879002608653,115.8804328918457,92.55569889068603,-0.0487608597405379,0.190958576058315,129.51548767089844,109.66000366210938,0.17495676065178833,-0.0051710031521863264,129.51548767089844,65.18035888671875,,,fwd_pe,0.6658228543715985,0.082100004,135.0,136.27274,0.22471192859224698,24.0,0.082100004,-0.1098549029734629,0.08210000399999995,0.022663008526498052,-0.036773986947003845
CSX,51.439998626708984,0.22892761053668242,0.2224289678991234,22.64573,17.775365618815172,16.01088317664894,19.656770793082,49.47139999389648,42.33153463363647,0.03979266066970766,0.21516970910463895,53.22999954223633,38.0533447265625,0.034797841433027,-0.26023822429100507,53.22999954223633,31.729881286621094,,,fwd_pe,0.32064521655958966,0.1325,54.0,53.14088,0.04976674653256685,25.0,0.1325,-0.2150676697631222,0.13250000000000006,0.01071793199663218,-0.11106413600673581
CTAS,207.39999389648438,0.23220214431037245,0.22559219433887992,33.93208,38.01888080421056,32.9520092420901,43.35194693121992,191.3657843017578,185.13708045959473,0.08378827831334168,0.12025096961463877,215.96897888183594,180.2278289794922,0.04131622583185046,-0.13101333518145675,215.96897888183594,162.6839141845703,,,fwd_pe,0.24484929895249574,0.11359999,219.5,216.3125,0.05834140048024716,13.0,0.11359999,0.1204406215065672,0.11359998999999998,0.18066132745265362,0.24772266490530703
CVX,203.08999633789062,0.2346037364646711,0.22931032586714054,15.360609,13.282721473646532,8.671689398700872,15.519249292067538,184.54673461914064,175.6784236907959,0.10048003155958707,0.15603266508891633,207.42335510253906,178.41455078125,0.021337135470911317,-0.12150005417099374,207.42335510253906,142.76339721679688,,,fwd_pe,0.2725197939743145,-0.169,221.0,218.08333,0.08818752269959984,24.0,-0.169,-0.1352737724365921,-0.16900000000000004,-0.2252062524474041,-0.28141250489480807
DASH,229.05999755859375,0.46840396024211145,0.41831180778900073,28.12913,101.98826319734816,90.25000272222528,115.852114180444,193.0274008178711,187.46940017700194,0.1866708901847609,0.22185272552386381,234.88999938964844,187.72999572753906,0.02545185494277913,-0.18043308422057602,281.739990234375,146.60000610351562,,,fwd_pe,3.2858733988573414,0.3831,255.0,252.29762,0.11324544974192086,36.0,0.3831,0.5,0.3831,0.7288749999999999,1.07465
DDOG,225.77000427246094,0.688972487867477,0.5382921815215411,76.056015,237.57692483755255,225.6009578704834,248.84374325092023,249.2524008178711,174.61047538757325,-0.09421131539097494,0.2929923234635936,277.489990234375,220.57000732421875,0.2290826282640186,-0.023032275545190606,288.1499938964844,102.61499786376953,,,fwd_pe,5.058102044920445,0.17459999,295.0,285.1802,0.30663947564970484,46.0,0.17459999,0.5,0.17459998999999993,0.4682499874999999,0.7618999849999999
DE,648.6400146484375,0.31535845627930403,0.28243707496426124,28.880468,14.602493994014779,12.130818077603953,17.74854692806493,606.5230932617187,557.6730558776856,0.0694399304076374,0.16311879839269783,658.8502807617188,552.4481201171875,0.01574103644964797,-0.14829781135748454,658.8502807617188,435.192138671875,,,fwd_pe,0.24774837443769937,0.2401,671.0,661.93866,0.03447210293321423,21.0,0.2401,-0.4943816701995696,0.24009999999999998,-0.0664413546072431,-0.3729827092144863
DHR,215.11000061035156,0.31559887728462194,0.28646257228081495,23.13685,36.59130889590424,28.87944607151713,44.03257460134466,196.05062927246092,202.36165740966797,0.0972165782309371,0.06299781966538953,241.03509521484375,180.131103515625,0.12052017354345446,-0.16260934868429033,241.03509521484375,161.57479858398438,,,fwd_pe,0.660230411659323,0.0926,230.0,227.95651,0.06922039583189843,25.0,0.0926,0.5,0.09260000000000002,0.36575,0.6389
DUK,121.97000122070312,0.16009717784866753,0.16902736834081172,17.005655,21.6044409800384,17.83325862877375,24.69534254343496,124.57863540649414,122.29145374298096,-0.020939659334677785,-0.0026285771608655084,124.65519714355469,118.8450927734375,0.022015216003751004,-0.025620303484388263,131.1634063720703,111.09210205078125,,,fwd_pe,0.08016874386784867,0.0688,136.5,137.27779,0.11912764314075086,21.0,0.0688,0.27042686565371343,0.06879999999999997,0.21331611700534459,0.357832234010689
DXCM,91.05999755859375,0.4230594172983223,0.4764560845725611,29.144236,84.36538402850812,46.42253526499574,97.51056241317534,77.94460037231445,69.4706000328064,0.16826562871105333,0.3107702757078836,92.33999633789062,67.3499984741211,0.014056652905939826,-0.26037776982385863,92.33999633789062,54.84000015258789,,,fwd_pe,0.2349644711908041,0.1736,94.0,94.12,0.03228643224500938,25.0,0.1736,0.5,0.17359999999999998,0.4670000000000001,0.7604
EQIX,1055.199951171875,0.24415397971248345,0.25687806716774314,56.44936,73.00033791335778,63.347182472739604,85.82204518646209,1048.3974914550781,941.0602508544922,0.006488435705197748,0.12128840870044488,1104.5235595703125,994.0901489257812,0.046743376308594486,-0.05791300708290115,1110.6331787109375,715.1826782226562,,,fwd_pe,0.20211318604852213,0.045300003,1235.0,1234.5518,0.1703942922177395,7.0,0.045300003,0.29320045281926643,0.04530000299999992,0.19854122010579012,0.35178243721158053
EXC,44.34000015258789,0.19237324081840074,0.1990322928622286,14.593687,15.569978443486947,14.87272177695133,16.452506469143984,46.19139999389648,45.55814445495606,-0.04008105061879974,-0.026738233458400873,46.28467559814453,42.9758415222168,0.043858264295543625,-0.030765868869566892,49.82146072387695,41.60917663574219,,,fwd_pe,0.11702203836494496,0.0636,48.0,48.88235,0.08254397462374596,19.0,0.0636,0.06689820355109366,0.0636000000000001,0.09917646464847163,0.13475292929694338
FANG,205.60000610351562,0.3228906002985084,0.32728297357952146,11.368267,8.716127864217263,5.686039248407977,12.72643310979191,191.75914672851562,176.40448150634765,0.07217835295541497,0.16550330438241967,209.4365997314453,178.302001953125,0.018660474290054463,-0.13277238978605188,211.35714721679688,131.3657989501953,,,fwd_pe,2.444844055826627,-0.1028,225.0,232.17857,0.09435794416619259,25.0,-0.1028,-0.2332931779120544,-0.1028,-0.20745531961134756,-0.3121106392226952
FAST,51.279998779296875,0.25540702006974164,0.24031189399776254,36.63485,29.930204108209892,25.10570771623366,35.5453570917112,47.872013854980466,44.55035791397095,0.07118950405220636,0.15105694275949944,52.380001068115234,44.515716552734375,0.021450903178696246,-0.1319087829092036,52.380001068115234,38.516868591308594,,,fwd_pe,0.1963761281948746,0.1087,47.0,48.53077,-0.0834633167156944,15.0,0.1087,-0.18301278405098176,0.10870000000000002,0.007246863161338268,-0.09420627367732348
FCX,77.80000305175781,0.5077850788002928,0.4387668213594208,18.869617,27.807459784181496,19.887815259989335,31.305039321121416,64.84015434265137,59.125011463165286,0.19987381030309392,0.3158560332834268,77.80000305175781,57.360774993896484,0.0,-0.2627150032920149,77.80000305175781,34.96412658691406,,,fwd_pe,1.021093326907483,0.3737,75.0,71.72727,-0.0359897550376066,17.0,0.3737,0.47366317950075487,0.3736999999999999,0.6990355548400933,1.0243711096801866
FLEX,106.6500015258789,0.6811404949447283,0.5122528261171064,14.997659,12.657603049940683,8.63976141522243,18.50118501491456,130.43400039672852,92.69485006332397,-0.18234508485907142,0.15054937197720863,162.07000732421875,59.90999984741211,0.5196437412604447,-0.43825598696428725,162.07000732421875,51.91999816894531,,,fwd_pe,1.7562441578382333,0.5052,160.0,160.5,0.5002343901624378,11.0,0.5,-0.15602808078642927,0.5,0.38297893941017813,0.26595787882035604
FN,421.1400146484375,0.7526790975046678,0.6509878480565005,19.329237,23.590513040091246,18.972053042501592,28.083908256443067,514.6280004882813,537.4307511901856,-0.18166128883609511,-0.21638273635107863,486.9100036621094,387.2200012207031,0.15617131292683228,-0.08054331635062129,746.469970703125,294.3500061035156,,,fwd_pe,0.6682787323679669,0.1973,750.0,734.1111,0.7808804053589891,8.0,0.1973,0.22045754005143858,0.19730000000000003,0.32927690635179396,0.46125381270358745
FTNT,151.99000549316406,0.39697500187245743,0.4045133469471097,40.427605,41.24589613633019,33.99380140068117,47.87500129555756,156.18379974365234,106.51399990081786,-0.026851659758384883,0.42694862304196524,168.2899932861328,78.04000091552734,0.1072438134341791,-0.4865451799787106,168.2899932861328,75.2300033569336,,,fwd_pe,0.3331773425608566,0.089499995,165.0,160.86485,0.08559769745794954,43.0,0.089499995,0.020240900650191573,0.08949999499999994,0.10052622557858948,0.11155245615717924
GEV,942.0999755859375,0.5231868787714263,0.534833749362597,37.47698,31.636798658096026,25.261127516729328,35.82283564734473,1035.7369909667968,869.4321179199219,-0.09040617086916525,0.08358082956478574,1148.9429931640625,866.647216796875,0.21955527326012225,-0.0800899700078378,1174.8599853515625,546.9464721679688,,,fwd_pe,-0.2803292848036314,0.65660006,1250.0,1236.4318,0.3268230892613755,27.0,0.5,-0.1558338303114064,0.5,0.38312462726644525,0.2662492545328905
GOOG,344.5899963378906,0.32232650203007357,0.3022912355320064,23.265799,21.293793388860145,18.15239111173417,23.681245353255026,349.9177996826172,332.1407809448242,-0.01522587118905927,0.03748174300563978,398.79998779296875,318.3399963378906,0.15731736855739142,-0.07617748709762406,398.79998779296875,206.1313934326172,,,fwd_pe,-0.25647535251207154,-0.2807,430.0,422.336,0.2478597886467948,51.0,-0.2807,-0.08475984904450762,-0.28069999999999995,-0.3111838797088571,-0.3416677594177143
GS,1036.280029296875,0.3163491241714585,0.2955248241249162,13.997648,11.802042886882486,10.178821434279879,13.750537690044737,1053.3930029296876,932.6867602539063,-0.01624557367024282,0.1110697325807084,1152.0699462890625,778.7777709960938,0.111736127030019,-0.24848713766634944,1152.0699462890625,719.9772338867188,,,fwd_pe,0.14335808415813855,0.0468,1150.0,1141.65,0.10973864929181842,22.0,0.0468,-0.1568552883396921,0.04679999999999995,-0.03529805791699492,-0.11739611583398968
HON,214.77000427246094,0.26917952406843865,0.23014308724095559,21.49125,11.546568627862523,10.803277621176157,13.369335298952848,232.7598046875,227.5403581237793,-0.07728911973951824,-0.056123467311989694,248.71360778808594,194.77793884277344,0.1580462952944004,-0.09308592928240211,257.9405517578125,194.68307495117188,,,fwd_pe,-0.6159350898621532,0.2021,265.0,262.9524,0.23387807761002044,21.0,0.2021,-0.46273164065084516,0.20209999999999995,-0.07602485261319047,-0.354149705226381
IDXX,559.510009765625,0.3199954494691913,0.34957046305350137,33.424137,47.26343381088121,42.910964665506754,50.46754941472782,560.0288037109375,614.2898486328126,-0.0009263701114563538,-0.08917588169348345,578.8900146484375,557.0900268554688,0.03463745874882673,-0.004325182513124193,766.6799926757812,526.4400024414062,,,fwd_pe,0.17389190931092702,0.1284,700.0,698.9231,0.25109468603291885,13.0,0.1284,0.4140509839006825,0.12840000000000007,0.36200756511676513,0.5956151302335302
INTC,87.26000213623047,0.7881159994225938,0.6333323536968175,42.771786,26.51167407478254,18.574976675289193,80.86730480194092,107.58739974975586,71.75909994125367,-0.18893845990149527,0.216013052110001,129.44000244140625,41.189998626708984,0.4833829850167124,-0.527962438478937,140.94000244140625,24.0,,,fwd_pe,,0.34849998,110.0,114.87805,0.2606004733791756,44.0,0.34849998,-0.3801597605771585,0.34849997999999993,0.0921772652324484,-0.16414544953510302
INTU,369.9200134277344,0.4811775387190676,0.3674968320330672,13.551608,51.646118888945594,46.56354126502259,59.48938093615173,300.7833670043945,438.16428398132325,0.22985528459201587,-0.15575041838986992,477.5721435546875,356.0278015136719,0.29101461456338185,-0.037554637245320044,694.290283203125,253.9451141357422,,,fwd_pe,0.6644592287498281,0.1454,427.0,444.50302,0.15430359131790117,33.0,0.1454,0.5,0.14539999999999997,0.4317500000000001,0.7181
