ticker,name,sector_wi26,target_price,upside_pct,n_tp_firms,rating,n_rating_firms,tp_chg_1w_pct,as_of
419530,SAMG엔터,"미디어,교육",55000,94.69,2,4,2,0,2026-08-07
017960,한국카본,조선,54667,136.65,3,4,3,0,2026-08-07
035760,CJ ENM,"미디어,교육",54483,53.69,14,4,14,-4.9,2026-08-07
181710,NHN,소프트웨어,53778,28.66,9,4,9,0,2026-08-07
013030,하이록코리아,기계,53000,59.4,1,4,1,0,2026-08-07
006040,동원산업,필수소비재,52000,37.75,4,4,4,0,2026-08-07
302440,SK바이오사이언스,건강관리,52000,41.11,1,4,1,6.12,2026-08-07
490470,세미파이브,반도체,52000,212.88,1,4,1,0,2026-08-07
108320,LX세미콘,디스플레이,51500,44.66,2,3.5,2,0,2026-08-07
007690,국도화학,화학,51500,33.59,2,4,2,0,2026-08-07
023160,태광,기계,51000,120.3,2,4,2,0,2026-08-07
230240,에치에프알,IT하드웨어,51000,235.31,2,4,2,0,2026-08-07
005070,코스모신소재,화학,50500,38.17,2,4,2,0,2026-08-07
082920,비츠로셀,IT가전,50333,62.37,3,4,3,0,2026-08-07
005810,풍산홀딩스,"비철,목재등",50250,34.9,2,4,2,-0.5,2026-08-07
347700,스피어,"상사,자본재",50000,116.92,1,4,1,0,2026-08-07
267980,매일유업,필수소비재,50000,44.72,1,4,1,0,2026-08-07
122640,예스티,반도체,49000,140.2,2,4,2,0,2026-08-07
036460,한국가스공사,유틸리티,48750,36.36,8,3.88,8,0,2026-08-07
039130,하나투어,"호텔,레저서비스",48400,53.65,5,4,5,0,2026-08-07
074600,원익QnC,반도체,48333,74.49,3,4,3,-12.12,2026-08-07
014620,성광벤드,기계,48333,81.36,3,4,3,0,2026-08-07
089890,코세스,반도체,48000,126.95,1,4,1,0,2026-08-07
089010,켐트로닉스,IT하드웨어,48000,126.95,2,4,2,0,2026-08-07
340570,티앤엘,건강관리,47742,44.24,3,4,3,0,2026-08-07
200670,휴메딕스,건강관리,47500,78.24,2,4,2,0,2026-08-07
108670,LX하우시스,"건설,건축관련",47200,37.01,5,4,5,-3.67,2026-08-07
452430,사피엔반도체,반도체,47000,74.07,1,4,1,0,2026-08-07
089860,롯데렌탈,운송,46800,15.84,10,4,10,2.86,2026-08-07
278280,천보,IT가전,46000,29.94,2,3.5,2,0,2026-08-07
009240,한샘,"건설,건축관련",45429,11.21,7,3.71,7,0,2026-08-07
272290,이녹스첨단소재,디스플레이,45000,115.31,1,4,1,0,2026-08-07
383310,에코프로에이치엔,"상사,자본재",45000,91.9,1,4,1,0,2026-08-07
462870,시프트업,소프트웨어,44556,36.05,9,3.78,9,0,2026-08-07
096530,씨젠,건강관리,44500,53.98,2,4,2,0,2026-08-07
003160,디아이,반도체,44500,90.99,2,4,2,0,2026-08-07
004020,현대제철,철강,44182,56.12,17,4,17,-5.08,2026-08-07
009830,한화솔루션,에너지,44143,30.21,13,3.92,13,0,2026-08-07
098460,고영,IT하드웨어,44083,48.93,6,4,6,-7.03,2026-08-07
010780,아이에스동서,"건설,건축관련",44000,128.81,5,4,5,0,2026-08-07
060370,LS마린솔루션,"건설,건축관련",44000,43.09,1,4,1,0,2026-08-07
039440,에스티아이,반도체,44000,108.04,1,4,1,0,2026-08-07
316140,우리금융지주,은행,43778,25.8,18,4,18,0,2026-08-07
051500,CJ프레시웨이,필수소비재,43500,85.5,6,4,6,0,2026-08-07
001450,현대해상,보험,43429,10.51,14,3.86,14,0,2026-08-07
085910,네오티스,자동차,43000,145.29,1,4,1,0,2026-08-07
011930,신성이엔지,반도체,43000,184.02,1,4,1,0,2026-08-07
0008Z0,에스엔시스,조선,43000,86.96,1,4,1,0,2026-08-07
058970,엠로,소프트웨어,43000,169.09,1,4,1,0,2026-08-07
001440,대한전선,기계,42643,57.35,7,4,7,0,2026-08-07
005940,NH투자증권,증권,42588,53.2,17,3.94,17,-0.28,2026-08-07
234340,헥토파이낸셜,소프트웨어,42000,141.38,2,4,2,0,2026-08-07
033160,엠케이전자,반도체,42000,149.7,1,4,1,0,2026-08-07
064960,SNT모티브,자동차,41667,52.35,6,4,6,-2.19,2026-08-07
003540,대신증권,증권,41667,59.64,3,4,3,0,2026-08-07
126720,수산인더스트리,에너지,41000,83.86,1,4,1,0,2026-08-07
011560,세보엠이씨,"건설,건축관련",40000,83.49,1,4,1,0,2026-08-07
484870,엠앤씨솔루션,"상사,자본재",40000,150,1,4,1,0,2026-08-07
394420,리센스메디컬,건강관리,40000,270.71,1,4,1,0,2026-08-07
036800,나이스정보통신,"상사,자본재",40000,42.1,1,4,1,0,2026-08-07
001530,DI동일,"화장품,의류,완구",40000,62.6,1,4,1,0,2026-08-07
318060,그래피,건강관리,40000,112.09,1,4,1,0,2026-08-07
078340,컴투스,소프트웨어,39500,17.39,4,3.6,5,0,2026-08-07
010140,삼성중공업,조선,38750,75.74,20,4,20,-0.03,2026-08-07
056190,SFA,기계,38500,77.83,2,4,2,0,2026-08-07
006360,GS건설,"건설,건축관련",38190,20.67,21,4,21,1.57,2026-08-07
290550,디케이티,IT하드웨어,38000,118.39,2,4,2,-7.32,2026-08-07
033500,동성화인텍,화학,38000,123.53,1,4,1,0,2026-08-07
486990,노타,소프트웨어,38000,87.65,1,4,1,0,2026-08-07
011760,현대코퍼레이션,"상사,자본재",37500,37.87,4,4,4,-0.44,2026-08-07
175330,JB금융지주,은행,37375,29.55,16,3.94,16,0,2026-08-07
097230,HJ중공업,"건설,건축관련",37000,121.56,1,4,1,0,2026-08-07
003490,대한항공,운송,36700,35.18,10,3.9,10,0,2026-08-07
253450,스튜디오드래곤,"미디어,교육",36500,44.84,12,4,12,-3.95,2026-08-07
004990,롯데지주,"상사,자본재",36500,54.01,4,4,4,0,2026-08-07
033640,네패스,반도체,36000,129.15,1,4,1,0,2026-08-07
099190,아이센스,건강관리,36000,95.65,2,4,2,0,2026-08-07
054950,제이브이엠,건강관리,35500,43.15,2,4,2,0.47,2026-08-07
091580,상신이디피,IT가전,35000,120.96,1,4,1,0,2026-08-07
108380,대양전기공업,조선,35000,103.02,1,4,1,0,2026-08-07
192400,쿠쿠홀딩스,"화장품,의류,완구",35000,31.33,1,4,1,0,2026-08-07
012630,HDC,"건설,건축관련",35000,54.53,1,4,1,0,2026-08-07
086450,동국제약,건강관리,35000,81.35,2,4,2,-12.5,2026-08-07
100120,뷰웍스,건강관리,35000,37.8,2,4,2,-7.08,2026-08-07
052710,아모텍,IT하드웨어,34830,183.17,2,4,2,0,2026-08-07
376300,디어유,소프트웨어,34727,76.64,11,4,11,-20.77,2026-08-07
001680,대상,필수소비재,34500,85.98,2,4,2,0,2026-08-07
030520,한컴,소프트웨어,34333,85.79,3,4,3,0,2026-08-07
090460,비에이치,IT하드웨어,33818,135.34,11,4,11,-21.72,2026-08-07
093520,매커스,반도체,33000,39.54,1,4,1,0,2026-08-07
249420,일동제약,건강관리,33000,115.41,2,4,2,-13.16,2026-08-07
001940,KISCO홀딩스,철강,33000,24.76,1,4,1,0,2026-08-07
053690,한미글로벌,"건설,건축관련",32500,83.2,2,4,2,0,2026-08-07
097520,엠씨넥스,IT하드웨어,32333,70.99,3,4,3,0,2026-08-07
105840,우진,기계,32000,119.18,1,4,1,0,2026-08-07
013580,계룡건설,"건설,건축관련",32000,60.48,1,4,1,0,2026-08-07
041920,메디아나,건강관리,32000,246.7,1,4,1,0,2026-08-07
007070,GS리테일,소매(유통),32000,12.88,14,4,14,0,2026-08-07
361390,제노코,"상사,자본재",32000,143.53,1,4,1,0,2026-08-07
042000,카페24,소프트웨어,32000,80.79,1,4,1,0,2026-08-07
294870,IPARK현대산업개발,"건설,건축관련",30125,33,16,4,16,0,2026-08-07
405100,큐알티,반도체,30000,185.17,1,4,1,0,2026-08-07
049070,인탑스,IT하드웨어,30000,67.32,1,4,1,0,2026-08-07
112040,위메이드,소프트웨어,30000,83.26,1,4,1,0,2026-08-07
089980,상아프론테크,IT하드웨어,30000,121.08,1,4,1,0,2026-08-07
178920,PI첨단소재,화학,29500,53.81,2,4,2,-9.69,2026-08-07
323410,카카오뱅크,은행,29500,34.09,13,3.69,13,-0.52,2026-08-07
482630,삼양엔씨켐,반도체,29250,124.48,2,4,2,0,2026-08-07
290740,액트로,IT하드웨어,29000,274.68,1,4,1,0,2026-08-07
043150,바텍,건강관리,28875,50.78,4,4,4,0,2026-08-07
020000,한섬,"화장품,의류,완구",28833,77.55,6,4,6,-20.35,2026-08-07
050890,쏠리드,IT하드웨어,28500,189.93,2,4,2,4.27,2026-08-07
080580,오킨스전자,반도체,28000,118.07,1,4,1,0,2026-08-07
214180,헥토이노베이션,소프트웨어,28000,93.64,1,4,1,0,2026-08-07
194700,노바렉스,건강관리,28000,72.1,1,4,1,0,2026-08-07
083500,에프엔에스테크,디스플레이,27900,125.73,3,4,3,0,2026-08-07
095660,네오위즈,소프트웨어,27875,44.58,8,3.88,8,0,2026-08-07
248070,솔루엠,IT하드웨어,27600,84.25,5,4,5,0,2026-08-07
024110,기업은행,은행,27333,31.73,15,3.73,15,0,2026-08-07
286940,롯데이노베이트,소프트웨어,27125,40.62,4,4,4,3.66,2026-08-07
417840,저스템,반도체,27000,171.36,1,4,1,0,2026-08-07
451760,컨텍,"상사,자본재",26700,259.35,1,4,1,0,2026-08-07
033270,유나이티드제약,건강관리,26500,44.81,2,4,2,0,2026-08-07
086390,유니테스트,반도체,26500,203.9,2,4,2,0,2026-08-07
100090,SK오션플랜트,에너지,26167,94.84,6,4,6,0,2026-08-07
119610,인터로조,건강관리,26000,84.79,1,4,1,0,2026-08-07
005500,삼진제약,건강관리,26000,42.08,1,4,1,0,2026-08-07
204270,제이앤티씨,IT하드웨어,26000,78.69,1,4,1,0,2026-08-07
453340,현대그린푸드,필수소비재,25667,31.29,3,4,3,2.67,2026-08-07
476060,온코닉테라퓨틱스,건강관리,25500,81.5,2,4,2,0,2026-08-07
069260,TKG휴켐스,화학,25333,54,3,4,3,0,2026-08-07
214320,이노션,"미디어,교육",25222,29.15,9,4,9,0,2026-08-07
030000,제일기획,"미디어,교육",25136,31.12,11,4,11,0,2026-08-07
115440,우리넷,IT하드웨어,25000,239.67,1,4,1,0,2026-08-07
393890,더블유씨피,IT가전,25000,225.52,4,4,4,0,2026-08-07
032350,롯데관광개발,"호텔,레저서비스",24700,89.56,10,4,10,0.41,2026-08-07
000080,하이트진로,필수소비재,24500,53.41,6,4,6,4.7,2026-08-07
092730,네오팜,"화장품,의류,완구",24500,15.84,2,4,2,0,2026-08-07
139130,iM금융지주,은행,24125,35,16,4,16,0,2026-08-07
138930,BNK금융지주,은행,23531,55.32,16,4,16,0.01,2026-08-07
005690,파미셀,화학,23500,110.01,3,4,3,0,2026-08-07
011200,HMM,운송,23100,5.96,10,3.25,12,0,2026-08-07
232140,와이씨,반도체,22750,147.28,4,4,4,0,2026-08-07
047040,대우건설,"건설,건축관련",22700,38.33,15,3.81,16,-21.72,2026-08-07
194370,제이에스코퍼레이션,"화장품,의류,완구",22500,65.81,1,4,1,0,2026-08-07
282880,코윈테크,기계,22000,130.85,1,4,1,0,2026-08-07
264450,유비쿼스,IT하드웨어,22000,114.22,1,4,1,0,2026-08-07
094360,칩스앤미디어,반도체,21400,113.15,2,4,2,-14.4,2026-08-07
111380,동인기연,"화장품,의류,완구",21000,62.04,3,4,3,0,2026-08-07
092130,이크레더블,"상사,자본재",21000,46.24,1,4,1,0,2026-08-07
361610,SK아이이테크놀로지,IT가전,20800,38.85,10,3.2,10,-8.68,2026-08-07
032640,LG유플러스,통신서비스,20026,33.87,19,3.95,19,0.55,2026-08-07
054450,텔레칩스,반도체,20000,114.36,1,4,1,0,2026-08-07
093370,후성,화학,20000,101.21,1,4,1,0,2026-08-07
282720,금양그린파워,에너지,20000,155.43,1,4,1,0,2026-08-07
035150,백산,"화장품,의류,완구",20000,91.76,1,4,1,0,2026-08-07
403550,쏘카,운송,20000,89.57,1,4,1,0,2026-08-07
030190,NICE평가정보,"상사,자본재",20000,32.45,1,4,1,0,2026-08-07
005440,현대지에프홀딩스,"상사,자본재",19750,62.02,4,4,4,0,2026-08-07
035250,강원랜드,"호텔,레저서비스",19700,34.11,10,4,10,-6.64,2026-08-07
034120,SBS,"미디어,교육",19667,68.09,6,4,6,0,2026-08-07
300720,한일시멘트,"건설,건축관련",19500,31.49,2,4,2,0,2026-08-07
060250,NHN KCP,소프트웨어,19500,49.66,4,4,4,-10.35,2026-08-07
077360,덕산하이메탈,반도체,19500,110.58,2,4,2,0,2026-08-07
031430,신세계인터내셔날,"화장품,의류,완구",19167,68.42,6,4,6,0,2026-08-07
462350,이노스페이스,"상사,자본재",18752,163.75,1,4,1,0,2026-08-07
034230,파라다이스,"호텔,레저서비스",18636,84.52,11,4,11,1.99,2026-08-07
474170,루미르,"상사,자본재",18500,199.35,1,4,1,0,2026-08-07
125490,한라캐스트,자동차,18000,113.78,2,4,2,0,2026-08-07
018290,브이티,"화장품,의류,완구",18000,32.55,1,4,1,0,2026-08-07
006730,서부T&D,"호텔,레저서비스",17333,55.74,6,4,6,3.18,2026-08-07
016580,환인제약,건강관리,17000,63.46,1,4,1,,2026-08-07
060720,KH바텍,IT하드웨어,16667,57.23,3,4,3,0,2026-08-07
089600,KT나스미디어,"미디어,교육",16500,43.11,2,4,2,-1,2026-08-07
003380,하림지주,필수소비재,16500,49.59,1,4,1,0,2026-08-07
003690,코리안리,보험,16333,12.41,3,3.67,3,0,2026-08-07
381970,케이카,자동차,16000,106.45,3,4,3,0,2026-08-07
149950,아바텍,디스플레이,16000,94.41,1,4,1,0,2026-08-07
010690,화신,자동차,16000,98.76,1,4,1,0,2026-08-07
034220,LG디스플레이,디스플레이,15786,61.57,7,4,7,0,2026-08-07
053030,바이넥스,건강관리,15500,123.34,2,4,2,0,2026-08-07
114810,한솔아이원스,반도체,15000,55.6,1,4,1,0,2026-08-07
146320,비씨엔씨,반도체,15000,54.96,1,4,1,0,2026-08-07
144960,뉴파워프라즈마,반도체,15000,41.78,1,4,1,0,2026-08-07
017810,풀무원,필수소비재,15000,62.51,2,4,2,0,2026-08-07
003220,대원제약,건강관리,15000,83.82,3,4,3,0,2026-08-07
336370,솔루스첨단소재,IT하드웨어,15000,102.7,2,4,2,0,2026-08-07
183190,아세아시멘트,"건설,건축관련",15000,59.74,3,4,3,0,2026-08-07
114090,GKL,"호텔,레저서비스",14818,55.98,11,3.91,11,0,2026-08-07
237880,클리오,"화장품,의류,완구",14500,29.58,2,4,2,0,2026-08-07
460860,동국제강,철강,14500,47.96,3,4,3,0,2026-08-07
085620,미래에셋생명,보험,14000,-19.49,1,3,1,0,2026-08-07
003850,보령,건강관리,14000,59.09,1,4,1,0,2026-08-07
084010,대한제강,철강,13400,59.91,2,4,2,-2.9,2026-08-07
053580,웹케시,소프트웨어,13000,88.13,1,4,1,0,2026-08-07
122900,아이마켓코리아,"상사,자본재",13000,62.7,1,4,1,0,2026-08-07
003070,코오롱글로벌,"건설,건축관련",13000,45.25,1,4,1,0,2026-08-07
035600,KG이니시스,소프트웨어,13000,29.1,3,3.67,3,-3.7,2026-08-07
009900,명신산업,자동차,13000,85.45,1,4,1,0,2026-08-07
088980,맥쿼리인프라,운송,12950,29.76,2,4,2,0,2026-08-07
383800,LX홀딩스,"상사,자본재",12500,60.88,2,4,2,0,2026-08-07
415640,KB발해인프라,운송,12300,18.96,1,4,1,,2026-08-07
105630,한세실업,"화장품,의류,완구",12050,31.41,10,3.7,10,0,2026-08-07
051370,인터플렉스,IT하드웨어,12000,73.41,1,4,1,0,2026-08-07
