code,name,market,wics,trade_date,close,mktcap_억,per,eps,cns_per,cns_eps,pbr,bps,foreign_pct,hi52,lo52,error
068270,셀트리온,KOSPI,제약,2026-08-28,190700.0,443601,29.03,6568.0,28.36,6725.0,2.44,78267.0,25.55,258500.0,145200.0,
196170,알테오젠,KOSDAQ,생물공학,2026-08-28,320000.0,222896,117.04,2734.0,82.41,3883.0,41.85,7646.0,15.55,569000.0,253000.0,
0126Z0,삼성에피스홀딩스,KOSPI,제약,2026-08-28,373500.0,92938,17.61,21211.0,39.27,9510.0,1.52,245387.0,6.3,773000.0,329000.0,
326030,SK바이오팜,KOSPI,제약,2026-08-28,88000.0,68916,17.19,5120.0,21.07,4176.0,6.74,13047.0,12.38,147800.0,73000.0,
128940,한미약품,KOSPI,제약,2026-08-28,509000.0,65208,30.04,16942.0,25.34,20087.0,4.6,110632.0,12.9,648000.0,288000.0,
000100,유한양행,KOSPI,제약,2026-08-28,84900.0,62500,29.01,2927.0,40.2,2112.0,2.66,31931.0,21.9,129200.0,65000.0,
028300,HLB,KOSDAQ,건강관리장비와용품,2026-08-28,36000.0,47951,,-1613.0,,,13.9,2590.0,19.88,69200.0,24000.0,
214450,파마리서치,KOSDAQ,건강관리장비와용품,2026-08-28,461500.0,47948,28.74,16056.0,24.09,19156.0,7.08,65167.0,9.24,697000.0,254500.0,
087010,펩트론,KOSDAQ,생물공학,2026-08-28,192400.0,44863,,-881.0,,,34.54,5570.0,3.9,397000.0,98000.0,
298380,에이비엘바이오,KOSDAQ,생물공학,2026-08-28,76900.0,43054,,-1420.0,,,25.11,3063.0,13.36,257500.0,59100.0,
000250,삼천당제약,KOSDAQ,제약,2026-08-28,171000.0,40112,392.2,436.0,,,13.42,12740.0,4.59,1284000.0,120000.0,
141080,리가켐바이오,KOSDAQ,제약,2026-08-28,101000.0,37390,,-2029.0,-44.81,-2254.0,7.95,12705.0,11.94,260000.0,75700.0,
009420,한올바이오파마,KOSPI,제약,2026-08-28,64600.0,33747,,-477.0,-1153.57,-56.0,20.33,3178.0,3.36,75500.0,28950.0,
145020,휴젤,KOSDAQ,생물공학,2026-08-28,259000.0,32414,20.17,12839.0,18.4,14073.0,2.65,97675.0,56.73,345000.0,208500.0,
310210,보로노이,KOSDAQ,제약,2026-08-28,172600.0,31972,,-3758.0,,,34.45,5010.0,6.58,375500.0,97500.0,
302440,SK바이오사이언스,KOSPI,제약,2026-08-28,38950.0,30559,,-1080.0,,,1.74,22375.0,5.9,61300.0,31750.0,
008930,한미사이언스,KOSPI,제약,2026-08-28,44500.0,30434,20.16,2207.0,,,2.84,15661.0,0.42,57500.0,22200.0,
214370,케어젠,KOSDAQ,건강관리업체및서비스,2026-08-28,52900.0,28415,124.18,426.0,,,11.82,4474.0,4.46,153800.0,45950.0,
347850,디앤디파마텍,KOSDAQ,생물공학,2026-08-28,55600.0,25486,,-535.0,,,32.67,1702.0,8.92,342500.0,45000.0,
237690,에스티팜,KOSDAQ,제약,2026-08-28,110200.0,23006,32.7,3370.0,33.51,3289.0,3.75,29350.0,12.33,172100.0,83000.0,
226950,올릭스,KOSDAQ,생명과학도구및서비스,2026-08-28,105900.0,22306,,-642.0,,,10.28,10303.0,9.86,225500.0,57500.0,
214150,클래시스,KOSDAQ,건강관리장비와용품,2026-08-28,33250.0,21691,16.51,2014.0,14.04,2369.0,4.15,8009.0,68.47,77600.0,31500.0,
068760,셀트리온제약,KOSDAQ,제약,2026-08-28,42600.0,18915,44.24,963.0,,,4.2,10141.0,4.86,78300.0,37000.0,
096530,씨젠,KOSDAQ,생명과학도구및서비스,2026-08-28,35650.0,18619,20.29,1757.0,,,1.56,22802.0,18.74,36200.0,21700.0,
007390,네이처셀,KOSDAQ,생물공학,2026-08-28,25250.0,16270,,-42.0,,,25.84,977.0,7.39,38000.0,13000.0,
0009K0,에임드바이오,KOSDAQ,생물공학,2026-08-28,25100.0,16232,40.16,625.0,,,7.94,3161.0,2.31,80200.0,17390.0,
950160,코오롱티슈진,KOSDAQ,생물공학,2026-08-28,18710.0,15898,,-3467.0,,,12.61,1484.0,4.21,149000.0,11470.0,
006280,녹십자,KOSPI,제약,2026-08-28,130500.0,15251,,-4270.0,8.17,15969.0,1.2,108357.0,23.88,186100.0,105900.0,
069620,대웅제약,KOSPI,제약,2026-08-28,128800.0,14924,7.63,16871.0,8.08,15931.0,1.39,92465.0,15.18,208000.0,105000.0,
475830,오름테라퓨틱,KOSDAQ,제약,2026-08-28,66000.0,14335,,-2016.0,,,12.61,5236.0,6.11,146600.0,24950.0,
290650,엘앤씨바이오,KOSDAQ,건강관리장비와용품,2026-08-28,52900.0,14267,,-5945.0,,,4.35,12147.0,22.63,125000.0,29150.0,
039200,오스코텍,KOSDAQ,제약,2026-08-28,35800.0,13696,14.56,2459.0,,,6.34,5644.0,12.08,79600.0,27300.0,
127120,제이에스링크,KOSDAQ,생명과학도구및서비스,2026-08-28,33950.0,12438,,-165.0,,,11.4,2979.0,3.16,49900.0,13860.0,
195940,HK이노엔,KOSDAQ,제약,2026-08-28,43650.0,12366,14.41,3030.0,13.42,3253.0,0.92,47678.0,12.79,63100.0,34700.0,
003090,대웅,KOSPI,제약,2026-08-28,17990.0,10460,5.83,3086.0,,,0.6,29804.0,5.05,32400.0,15210.0,
185750,종근당,KOSPI,제약,2026-08-28,68500.0,9455,11.9,5758.0,14.45,4742.0,0.89,77070.0,16.03,98300.0,63000.0,
491000,리브스메드,KOSDAQ,건강관리장비와용품,2026-08-28,33450.0,8448,,-1025.0,,,4.78,7005.0,3.62,95900.0,29900.0,
137310,에스디바이오센서,KOSPI,건강관리장비와용품,2026-08-28,6300.0,7607,,-6006.0,,,0.31,20062.0,6.01,10950.0,5800.0,
105560,KB금융,KOSPI,은행,2026-08-28,171600.0,608644,10.85,15817.0,9.33,18392.0,1.03,167092.0,79.26,195900.0,105800.0,
055550,신한지주,KOSPI,은행,2026-08-28,109700.0,514987,10.46,10486.0,8.81,12446.0,0.88,124997.0,62.13,115800.0,63600.0,
086790,하나금융지주,KOSPI,은행,2026-08-28,136000.0,373140,9.37,14513.0,8.47,16056.0,0.81,168253.0,68.2,142500.0,80500.0,
316140,우리금융지주,KOSPI,은행,2026-08-28,33900.0,246822,8.04,4216.0,7.7,4402.0,0.65,51992.0,46.06,41900.0,23750.0,
024110,기업은행,KOSPI,은행,2026-08-28,20850.0,166263,6.27,3325.0,5.95,3504.0,0.45,46146.0,13.67,29900.0,18550.0,
323410,카카오뱅크,KOSPI,은행,2026-08-28,21850.0,104251,19.67,1111.0,17.27,1265.0,1.57,13899.0,17.63,30850.0,19110.0,
029780,삼성카드,KOSPI,카드,2026-08-28,47300.0,54801,8.87,5332.0,8.99,5262.0,0.58,82034.0,5.31,70400.0,43000.0,
175330,JB금융지주,KOSPI,은행,2026-08-28,29050.0,54185,7.79,3731.0,7.32,3969.0,0.91,31851.0,34.41,38500.0,21700.0,
138930,BNK금융지주,KOSPI,은행,2026-08-28,15120.0,46921,5.54,2731.0,5.94,2546.0,0.43,34817.0,38.02,23200.0,13650.0,
139130,iM금융지주,KOSPI,은행,2026-08-28,18120.0,28695,6.64,2727.0,6.02,3010.0,0.46,38972.0,45.37,22750.0,13050.0,
279570,케이뱅크,KOSPI,은행,2026-08-28,5700.0,23125,16.62,343.0,,,0.96,5968.0,1.76,9880.0,5210.0,
395400,SK리츠,KOSPI,,2026-08-28,5390.0,16225,84.22,64.0,,,0.83,6460.0,8.23,7200.0,4760.0,
330590,롯데리츠,KOSPI,,2026-08-28,3900.0,11270,29.55,132.0,,,1.01,3857.0,7.39,4900.0,3260.0,
138040,메리츠금융지주,KOSPI,증권,2026-08-28,122000.0,204164,9.15,13340.0,8.23,14819.0,1.88,64995.0,14.32,149800.0,98000.0,
006800,미래에셋증권,KOSPI,증권,2026-08-28,36150.0,196302,11.34,3187.0,7.26,4979.0,1.49,24209.0,11.23,88000.0,18370.0,
071050,한국금융지주,KOSPI,증권,2026-08-28,191300.0,106604,4.76,40219.0,3.83,49995.0,0.88,218546.0,36.83,304000.0,127000.0,
005940,NH투자증권,KOSPI,증권,2026-08-28,26650.0,98393,7.48,3565.0,5.9,4514.0,1.0,26593.0,13.47,44350.0,18890.0,
016360,삼성증권,KOSPI,증권,2026-08-28,88500.0,79031,6.53,13546.0,4.6,19244.0,0.97,91465.0,26.28,172000.0,67400.0,
039490,키움증권,KOSPI,증권,2026-08-28,278500.0,73046,5.6,49724.0,4.01,69526.0,1.06,263774.0,29.38,517000.0,198700.0,
001720,신영증권,KOSPI,증권,2026-08-28,154900.0,25466,14.08,11002.0,,,0.6,257456.0,6.28,296000.0,119300.0,
023590,다우기술,KOSPI,증권,2026-08-28,39450.0,17077,2.34,16838.0,,,0.44,89993.0,27.5,74500.0,32300.0,
00680K,미래에셋증권2우B,KOSPI,증권,2026-08-28,11600.0,14763,3.64,3187.0,2.33,4979.0,0.48,24209.0,23.91,24350.0,8220.0,
003540,대신증권,KOSPI,증권,2026-08-28,26950.0,12846,9.57,2816.0,4.59,5867.0,0.47,56922.0,9.86,54000.0,22750.0,
030610,교보증권,KOSPI,증권,2026-08-28,10230.0,11658,7.3,1401.0,,,0.53,19156.0,1.08,18820.0,8120.0,
032830,삼성생명,KOSPI,생명보험,2026-08-28,310000.0,620000,21.59,14356.0,19.61,15812.0,0.69,452324.0,23.21,518000.0,141100.0,
000810,삼성화재,KOSPI,손해보험,2026-08-28,687000.0,306728,16.54,41543.0,14.0,49076.0,1.21,568001.0,57.98,757000.0,358000.0,
005830,DB손해보험,KOSPI,손해보험,2026-08-28,187400.0,122748,8.27,22663.0,,,0.98,190944.0,44.26,237000.0,118100.0,
088350,한화생명,KOSPI,생명보험,2026-08-28,5950.0,51678,6.98,852.0,4.57,1302.0,0.3,19978.0,9.07,7560.0,2930.0,
001450,현대해상,KOSPI,손해보험,2026-08-28,52400.0,44670,4.45,11772.0,4.02,13025.0,0.73,71324.0,39.42,52800.0,25700.0,
085620,미래에셋생명,KOSPI,생명보험,2026-08-28,23200.0,31362,28.61,811.0,,,1.05,22038.0,0.73,37300.0,6970.0,
031210,서울보증보험,KOSPI,손해보험,2026-08-28,44450.0,31036,10.13,4390.0,,,0.62,71321.0,7.02,66300.0,39650.0,
003690,코리안리,KOSPI,손해보험,2026-08-28,14640.0,25872,6.46,2267.0,,,0.68,21488.0,26.52,17560.0,10010.0,
000815,삼성화재우,KOSPI,손해보험,2026-08-28,429000.0,12900,10.33,41543.0,8.74,49076.0,0.76,568001.0,34.25,472500.0,326000.0,
082640,동양생명,KOSPI,생명보험,2026-08-28,8250.0,12875,12.89,640.0,,,0.7,11818.0,46.84,9380.0,6040.0,
035420,NAVER,KOSPI,양방향미디어와서비스,2026-08-28,220500.0,335329,17.11,12885.0,17.58,12543.0,1.12,197363.0,35.95,308500.0,181100.0,
018260,삼성에스디에스,KOSPI,IT서비스,2026-08-28,243000.0,188028,28.98,8386.0,26.8,9066.0,1.82,133300.0,18.69,389000.0,143700.0,
035720,카카오,KOSPI,양방향미디어와서비스,2026-08-28,36850.0,163239,47.06,783.0,27.92,1320.0,1.38,26659.0,28.99,69700.0,32250.0,
307950,현대오토에버,KOSPI,IT서비스,2026-08-28,416000.0,114084,59.8,6957.0,53.62,7759.0,6.03,68995.0,1.86,1066000.0,147600.0,
259960,크래프톤,KOSPI,게임엔터테인먼트,2026-08-28,222500.0,101789,12.57,17700.0,11.05,20133.0,1.34,165959.0,43.58,337000.0,173000.0,
064400,LG씨엔에스,KOSPI,IT서비스,2026-08-28,75800.0,73440,15.25,4969.0,15.57,4867.0,2.41,31447.0,5.08,153300.0,54100.0,
377300,카카오페이,KOSPI,IT서비스,2026-08-28,47350.0,64052,72.96,649.0,47.64,994.0,3.25,14583.0,28.24,80800.0,36550.0,
036570,NC,KOSPI,게임엔터테인먼트,2026-08-28,225000.0,48474,7.85,28673.0,10.38,21684.0,1.24,181808.0,38.25,343500.0,176100.0,
022100,포스코DX,KOSPI,IT서비스,2026-08-28,21400.0,32535,101.9,210.0,,,5.76,3715.0,3.65,45600.0,16510.0,
251270,넷마블,KOSPI,게임엔터테인먼트,2026-08-28,37450.0,31143,7.98,4695.0,6.3,5945.0,0.5,74517.0,27.34,69300.0,34200.0,
181710,NHN,KOSPI,IT서비스,2026-08-28,69700.0,22829,32.82,2124.0,21.67,3216.0,1.42,48960.0,12.4,78400.0,24650.0,
263750,펄어비스,KOSDAQ,게임엔터테인먼트,2026-08-28,32500.0,20424,14.01,2320.0,6.05,5376.0,2.08,15653.0,4.7,77400.0,29450.0,
462870,시프트업,KOSPI,게임엔터테인먼트,2026-08-28,32900.0,19326,10.61,3100.0,14.07,2338.0,1.92,17091.0,36.96,43850.0,27500.0,
192080,더블유게임즈,KOSPI,게임엔터테인먼트,2026-08-28,59200.0,12535,7.04,8407.0,6.38,9285.0,0.86,68927.0,20.97,77100.0,47000.0,
009150,삼성전기,KOSPI,전자장비와기기,2026-08-28,1421000.0,1061397,109.44,12984.0,71.72,19813.0,10.49,135420.0,37.68,2417000.0,158000.0,
011070,LG이노텍,KOSPI,전자장비와기기,2026-08-28,611000.0,144606,21.81,28019.0,15.49,39445.0,2.27,269205.0,27.25,1814000.0,159800.0,
353200,대덕전자,KOSPI,전자장비와기기,2026-08-28,107600.0,53173,36.45,2952.0,24.01,4482.0,5.67,18963.0,15.52,198000.0,22500.0,
222800,심텍,KOSDAQ,전자장비와기기,2026-08-28,122800.0,46632,,-1410.0,24.27,5059.0,7.08,17355.0,11.24,164200.0,24000.0,
489790,한화비전,KOSPI,통신장비,2026-08-28,50200.0,25345,21.29,2358.0,13.25,3790.0,2.67,18819.0,23.33,97900.0,30950.0,
010170,대한광통신,KOSDAQ,통신장비,2026-08-28,14310.0,22250,,-192.0,,,19.18,746.0,4.03,31500.0,1095.0,
098460,고영,KOSDAQ,전자장비와기기,2026-08-28,28700.0,19575,72.29,397.0,33.1,867.0,5.52,5198.0,26.24,45000.0,13800.0,
140860,파크시스템스,KOSDAQ,전자장비와기기,2026-08-28,271000.0,18977,81.75,3315.0,41.25,6569.0,5.54,48895.0,39.17,351500.0,205000.0,
020150,롯데에너지머티리얼즈,KOSPI,전자장비와기기,2026-08-28,35300.0,18485,,-1556.0,-47.19,-748.0,1.07,32887.0,8.6,83100.0,21550.0,
323280,태성,KOSDAQ,전자장비와기기,2026-08-28,49450.0,15101,603.05,82.0,,,11.45,4320.0,4.11,94200.0,23000.0,
009155,삼성전기우,KOSPI,전자장비와기기,2026-08-28,507000.0,14738,39.05,12984.0,25.59,19813.0,3.74,135420.0,26.21,1008000.0,70500.0,
078600,대주전자재료,KOSDAQ,전자장비와기기,2026-08-28,91800.0,14416,141.23,650.0,,,4.99,18392.0,14.24,183300.0,58900.0,
007810,코리아써키트,KOSPI,전자장비와기기,2026-08-28,60100.0,14414,19.44,3092.0,13.91,4321.0,3.37,17816.0,5.94,148300.0,12020.0,
218410,RFHIC,KOSDAQ,통신장비,2026-08-28,46800.0,12437,37.41,1251.0,23.6,1983.0,3.32,14098.0,22.57,126900.0,24300.0,
000670,영풍,KOSPI,핸드셋,2026-08-28,41200.0,7585,7.39,5576.0,,,0.19,217111.0,16.11,82700.0,30800.0,
005930,삼성전자,KOSPI,반도체와반도체장비,2026-08-28,257000.0,15024936,11.53,22292.0,5.34,48139.0,2.99,86052.0,46.75,380000.0,67500.0,
000660,SK하이닉스,KOSPI,반도체와반도체장비,2026-08-28,1653000.0,12075039,7.37,224313.0,4.73,349566.0,4.46,370432.0,50.63,3002000.0,255000.0,
005935,삼성전자우,KOSPI,반도체와반도체장비,2026-08-28,186800.0,1498829,8.38,22292.0,3.88,48139.0,2.17,86052.0,76.24,243500.0,55100.0,
402340,SK스퀘어,KOSPI,반도체와반도체장비,2026-08-28,1028000.0,1356179,4.14,248219.0,3.14,326950.0,2.47,416096.0,46.26,2338000.0,141500.0,
042700,한미반도체,KOSPI,반도체와반도체장비,2026-08-28,219500.0,209210,94.21,2330.0,,,27.88,7874.0,7.83,426000.0,81400.0,
007660,이수페타시스,KOSPI,반도체와반도체장비,2026-08-28,112800.0,82806,41.2,2738.0,30.54,3693.0,9.64,11703.0,15.99,165000.0,57700.0,
036930,주성엔지니어링,KOSDAQ,반도체와반도체장비,2026-08-28,176800.0,82179,1148.05,154.0,,,13.65,12955.0,7.99,283000.0,26200.0,
240810,원익IPS,KOSDAQ,반도체와반도체장비,2026-08-28,111100.0,54532,31.51,3526.0,25.03,4439.0,5.04,22064.0,15.96,187800.0,37150.0,
058470,리노공업,KOSDAQ,반도체와반도체장비,2026-08-28,66800.0,50910,27.1,2465.0,26.67,2505.0,6.53,10235.0,31.56,133100.0,45000.0,
039030,이오테크닉스,KOSDAQ,반도체와반도체장비,2026-08-28,398500.0,49093,45.24,8808.0,,,6.56,60732.0,27.73,628000.0,188700.0,
403870,HPSP,KOSDAQ,반도체와반도체장비,2026-08-28,51100.0,42055,58.74,870.0,35.07,1457.0,14.18,3604.0,32.89,92000.0,25350.0,
000990,DB하이텍,KOSPI,반도체와반도체장비,2026-08-28,93900.0,40851,11.91,7886.0,,,1.67,56254.0,29.72,241000.0,43650.0,
319660,피에스케이,KOSDAQ,반도체와반도체장비,2026-08-28,128600.0,37251,29.82,4313.0,23.47,5479.0,6.06,21228.0,22.44,224000.0,22450.0,
095340,ISC,KOSDAQ,반도체와반도체장비,2026-08-28,173400.0,36756,52.69,3291.0,41.26,4203.0,6.54,26500.0,30.18,298000.0,55100.0,
440110,파두,KOSDAQ,반도체와반도체장비,2026-08-28,63300.0,31720,,-1985.0,,,49.65,1275.0,27.34,129400.0,13410.0,
084370,유진테크,KOSDAQ,반도체와반도체장비,2026-08-28,134000.0,30707,27.6,4855.0,,,5.56,24084.0,37.52,231500.0,44500.0,
095610,테스,KOSDAQ,반도체와반도체장비,2026-08-28,142700.0,27627,34.5,4136.0,25.82,5526.0,5.41,26369.0,8.68,238000.0,27950.0,
357780,솔브레인,KOSDAQ,반도체와반도체장비,2026-08-28,346500.0,26953,34.09,10164.0,16.34,21208.0,2.44,142076.0,29.7,530000.0,200000.0,
064760,티씨케이,KOSDAQ,반도체와반도체장비,2026-08-28,238500.0,26663,32.73,7287.0,24.63,9684.0,4.83,49328.0,66.52,363000.0,101300.0,
080220,제주반도체,KOSDAQ,반도체와반도체장비,2026-08-28,76700.0,26418,11.45,6698.0,,,5.78,13268.0,0.48,138000.0,14740.0,
131290,티에스이,KOSDAQ,반도체와반도체장비,2026-08-28,238500.0,26382,25.21,9461.0,18.41,12955.0,5.57,42844.0,11.03,294000.0,36150.0,
031980,피에스케이홀딩스,KOSDAQ,반도체와반도체장비,2026-08-28,120100.0,25896,25.12,4782.0,18.69,6426.0,4.82,24922.0,5.49,173000.0,32500.0,
067310,하나마이크론,KOSDAQ,반도체와반도체장비,2026-08-28,35350.0,23505,13.71,2578.0,10.69,3306.0,4.25,8311.0,19.67,58500.0,13230.0,
005290,동진쎄미켐,KOSDAQ,반도체와반도체장비,2026-08-28,42400.0,21611,10.41,4073.0,,,1.76,24040.0,12.66,72200.0,27950.0,
089030,테크윙,KOSDAQ,반도체와반도체장비,2026-08-28,49900.0,18490,405.69,123.0,,,8.73,5714.0,16.94,74000.0,30300.0,
131970,두산테스나,KOSDAQ,반도체와반도체장비,2026-08-28,81700.0,15790,46.13,1771.0,44.79,1824.0,3.49,23439.0,12.36,196900.0,33700.0,
089970,브이엠,KOSDAQ,반도체와반도체장비,2026-08-28,58000.0,15270,22.8,2544.0,19.02,3049.0,5.94,9772.0,14.31,122100.0,11700.0,
030530,원익홀딩스,KOSDAQ,반도체와반도체장비,2026-08-28,19080.0,14737,26.72,714.0,,,1.42,13471.0,5.81,50600.0,8220.0,
420770,기가비스,KOSDAQ,반도체와반도체장비,2026-08-28,109800.0,13918,66.34,1655.0,50.83,2160.0,6.71,16371.0,5.97,206000.0,24600.0,
281820,케이씨텍,KOSPI,반도체와반도체장비,2026-08-28,66700.0,13206,15.66,4260.0,,,2.29,29107.0,12.33,124800.0,30850.0,
166090,하나머티리얼즈,KOSDAQ,반도체와반도체장비,2026-08-28,52600.0,10403,16.2,3246.0,13.27,3964.0,1.65,31788.0,21.05,88600.0,25700.0,
373220,LG에너지솔루션,KOSPI,전기제품,2026-08-28,370000.0,865800,,-7193.0,-225.2,-1643.0,3.88,95479.0,5.5,527000.0,290500.0,
006400,삼성SDI,KOSPI,전기제품,2026-08-28,571000.0,460143,1246.72,458.0,67.47,8463.0,1.85,308778.0,26.48,820000.0,196800.0,
066570,LG전자,KOSPI,전자제품,2026-08-28,201500.0,328213,34.88,5777.0,15.88,12686.0,1.35,149377.0,29.5,467500.0,71900.0,
247540,에코프로비엠,KOSDAQ,전기제품,2026-08-28,118200.0,115636,264.43,447.0,815.17,145.0,6.44,18351.0,14.86,260000.0,88200.0,
066970,엘앤에프,KOSPI,전기제품,2026-08-28,134800.0,54843,,-8250.0,-76.42,-1764.0,6.85,19673.0,18.32,225000.0,59200.0,
450080,에코프로머티,KOSPI,전기제품,2026-08-28,38450.0,27228,40.52,949.0,,,2.52,15284.0,14.22,88800.0,27100.0,
058610,에스피지,KOSDAQ,전기제품,2026-08-28,92700.0,20558,217.1,427.0,128.22,723.0,7.7,12038.0,4.2,165700.0,25200.0,
361610,SK아이이테크놀로지,KOSPI,전기제품,2026-08-28,16680.0,13642,,-19576.0,-1.52,-10975.0,1.06,15747.0,5.79,36950.0,11840.0,
066575,LG전자우,KOSPI,전자제품,2026-08-28,73100.0,12560,12.65,5777.0,5.76,12686.0,0.49,149377.0,43.43,138400.0,35850.0,
082920,비츠로셀,KOSDAQ,전기제품,2026-08-28,27750.0,12526,17.64,1573.0,,,3.48,7983.0,28.29,67800.0,16420.0,
043260,성호전자,KOSDAQ,전기제품,2026-08-28,15740.0,11558,3.09,5089.0,,,1.92,8204.0,2.82,59600.0,1021.0,
034220,LG디스플레이,KOSPI,디스플레이패널,2026-08-28,9620.0,48100,,-2704.0,155.16,62.0,0.76,12602.0,29.24,17950.0,8120.0,
017670,SK텔레콤,KOSPI,무선통신서비스,2026-08-28,98600.0,211783,28.33,3480.0,15.79,6246.0,1.36,72456.0,70.28,140300.0,51400.0,
030200,KT,KOSPI,다각화된통신서비스,2026-08-28,54500.0,137352,10.6,5141.0,9.54,5711.0,0.7,77912.0,100.0,70400.0,36500.0,
032640,LG유플러스,KOSPI,무선통신서비스,2026-08-28,15020.0,63749,12.05,1246.0,8.69,1729.0,0.7,21372.0,84.68,18850.0,13520.0,
015760,한국전력,KOSPI,전기유틸리티,2026-08-28,32550.0,208959,2.67,12213.0,5.06,6433.0,0.41,78939.0,52.87,69900.0,30400.0,
052690,한전기술,KOSPI,전기유틸리티,2026-08-28,122400.0,46781,130.07,941.0,80.85,1514.0,7.86,15580.0,13.42,198000.0,77100.0,
036460,한국가스공사,KOSPI,가스유틸리티,2026-08-28,37100.0,34248,6.03,6152.0,2.94,12612.0,0.28,134750.0,42.69,46500.0,31150.0,
018670,SK가스,KOSPI,가스유틸리티,2026-08-28,230000.0,21319,6.9,33341.0,,,0.55,420856.0,5.83,319500.0,196100.0,
051600,한전KPS,KOSPI,전기유틸리티,2026-08-28,47050.0,21173,16.31,2885.0,14.17,3321.0,1.57,29928.0,8.52,70200.0,41450.0,
071320,지역난방공사,KOSPI,복합유틸리티,2026-08-28,74800.0,8661,2.45,30546.0,2.66,28123.0,0.35,212125.0,3.12,120000.0,54700.0,
