code,name,market,wi26,dir,wics,source,k200,prev_dir
098460,고영,KOSDAQ,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
140860,파크시스템스,KOSDAQ,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
020150,롯데에너지머티리얼즈,KOSPI,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
323280,태성,KOSDAQ,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
009155,삼성전기우,KOSPI,IT하드웨어,21_IT하드웨어,전자장비와기기,WICS '전자장비와기기' → WI26 다수결,,21_IT하드웨어
078600,대주전자재료,KOSDAQ,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
007810,코리아써키트,KOSPI,IT하드웨어,21_IT하드웨어,전자장비와기기,PG sector_map(wi26),,21_IT하드웨어
218410,RFHIC,KOSDAQ,IT하드웨어,21_IT하드웨어,통신장비,PG sector_map(wi26),,21_IT하드웨어
000670,영풍,KOSPI,IT하드웨어,21_IT하드웨어,핸드셋,PG sector_map(wi26),1,
005930,삼성전자,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
000660,SK하이닉스,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
005935,삼성전자우,KOSPI,반도체,22_반도체,반도체와반도체장비,WICS '반도체와반도체장비' → WI26 다수결,,22_반도체
402340,SK스퀘어,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
042700,한미반도체,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
007660,이수페타시스,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
036930,주성엔지니어링,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
240810,원익IPS,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
058470,리노공업,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
039030,이오테크닉스,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
403870,HPSP,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
000990,DB하이텍,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),1,22_반도체
319660,피에스케이,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
095340,ISC,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
440110,파두,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
084370,유진테크,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
095610,테스,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
357780,솔브레인,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
064760,티씨케이,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
080220,제주반도체,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
131290,티에스이,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
031980,피에스케이홀딩스,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
067310,하나마이크론,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
005290,동진쎄미켐,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
089030,테크윙,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
131970,두산테스나,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
089970,브이엠,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
030530,원익홀딩스,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
420770,기가비스,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
281820,케이씨텍,KOSPI,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
166090,하나머티리얼즈,KOSDAQ,반도체,22_반도체,반도체와반도체장비,PG sector_map(wi26),,22_반도체
373220,LG에너지솔루션,KOSPI,IT가전,23_IT가전,전기제품,PG sector_map(wi26),1,06_기계
006400,삼성SDI,KOSPI,IT가전,23_IT가전,전기제품,PG sector_map(wi26),1,06_기계
066570,LG전자,KOSPI,IT가전,23_IT가전,전자제품,PG sector_map(wi26),1,23_IT가전
247540,에코프로비엠,KOSDAQ,IT가전,23_IT가전,전기제품,PG sector_map(wi26),,06_기계
066970,엘앤에프,KOSPI,IT가전,23_IT가전,전기제품,PG sector_map(wi26),1,06_기계
450080,에코프로머티,KOSPI,IT가전,23_IT가전,전기제품,PG sector_map(wi26),1,06_기계
058610,에스피지,KOSDAQ,IT가전,23_IT가전,전기제품,PG sector_map(wi26),,06_기계
361610,SK아이이테크놀로지,KOSPI,IT가전,23_IT가전,전기제품,PG sector_map(wi26),1,06_기계
066575,LG전자우,KOSPI,IT가전,23_IT가전,전자제품,WICS '전자제품' → WI26 다수결,,23_IT가전
082920,비츠로셀,KOSDAQ,IT가전,23_IT가전,전기제품,PG sector_map(wi26),,06_기계
043260,성호전자,KOSDAQ,IT가전,23_IT가전,전기제품,PG sector_map(wi26),,06_기계
034220,LG디스플레이,KOSPI,디스플레이,24_디스플레이,디스플레이패널,PG sector_map(wi26),1,24_디스플레이
017670,SK텔레콤,KOSPI,통신서비스,25_통신서비스,무선통신서비스,PG sector_map(wi26),1,25_통신서비스
030200,KT,KOSPI,통신서비스,25_통신서비스,다각화된통신서비스,PG sector_map(wi26),1,25_통신서비스
032640,LG유플러스,KOSPI,통신서비스,25_통신서비스,무선통신서비스,PG sector_map(wi26),1,25_통신서비스
015760,한국전력,KOSPI,유틸리티,26_유틸리티,전기유틸리티,PG sector_map(wi26),1,26_유틸리티
052690,한전기술,KOSPI,유틸리티,26_유틸리티,전기유틸리티,PG sector_map(wi26),1,26_유틸리티
036460,한국가스공사,KOSPI,유틸리티,26_유틸리티,가스유틸리티,PG sector_map(wi26),1,26_유틸리티
018670,SK가스,KOSPI,유틸리티,26_유틸리티,가스유틸리티,PG sector_map(wi26),,26_유틸리티
051600,한전KPS,KOSPI,유틸리티,26_유틸리티,전기유틸리티,PG sector_map(wi26),1,26_유틸리티
071320,지역난방공사,KOSPI,유틸리티,26_유틸리티,복합유틸리티,PG sector_map(wi26),1,
